chapter,section,section_name,style,scene_socket,text
11,13,what_youre_capable_of,somatic,,"Here's what the body knows now:

**You're capable of more than you thought.**

---

Not because the body became braver.

Not because the body became stronger.

Because **the body stopped letting anxiety decide what it's allowed to do**.

---

The body can send the text while the chest is tight.

The body can post the thing while the hands shake.

The body can speak while the voice feels unsteady.

The body can show up while everything is racing.

---

**This body can live while anxious.**

---

And that's not something you told the body.

**That's something the body proved to itself.**"
11,14,permission_you_dont_need,direct,,"Here's what's different now:

**You don't need permission anymore.**

---

You don't need to feel ready.

You don't need to feel calm.

You don't need to feel confident.

---

You just... act.

---

Because you know:

**The version of you that's anxious is allowed to act.**

---

Not ""once you're not anxious.""

**Now.**"
11,14,permission_you_dont_need,peer,,"Here's what's different now:

**You don't need permission.**

---

Don't need to feel ready.

Don't need to feel calm.

Don't need to feel confident.

---

You just... do it.

---

Because you know:

**The anxious version of you is allowed to act.**

---

Not ""when you're calm.""

**Now.**"
11,14,permission_you_dont_need,poetic,,"Here is what has changed:

**Permission is no longer required.**

---

Not the permission of readiness.

Not the permission of calm.

Not the permission of confidence.

---

You simply... act.

---

Because you understand:

**The anxious version of you has permission to move.**

---

Not ""once the anxiety departs.""

**In this moment.**"
11,14,permission_you_dont_need,coach,,"Current state difference:

**Permission-seeking eliminated.**

---

Not required:
- Readiness feeling
- Calm feeling
- Confidence feeling

---

Action occurs directly.

---

Operating principle:

**Anxious state = permitted action state.**

---

Not conditional on anxiety resolution.

**Current condition.**"
11,14,permission_you_dont_need,somatic,,"Here's what's different in the body now:

**The body doesn't need permission.**

---

Doesn't need to feel ready.

Doesn't need to feel calm.

Doesn't need to feel confident.

---

The body just... moves.

---

Because the body knows:

**The anxious body is allowed to move.**

---

Not ""when the sensations stop.""

**Now.**"
11,15,who_youre_becoming_summary,direct,,"So here's who you're becoming:

---

Not someone who doesn't feel anxious.

**Someone who feels anxious and acts anyway.**

---

Not someone who overcame anxiety.

**Someone who learned to live with it.**

---

Not someone who's ""fixed.""

**Someone who's learning.**

---

And that person —

The one who shows up while anxious —

The one who keeps going even when they slip —

The one who doesn't need to feel ready first —

**That's you.**

---

Not someday.

**Now.**"
11,15,who_youre_becoming_summary,peer,,"So here's who you're becoming:

---

Not someone who stopped being anxious.

**Someone who's anxious and acts anyway.**

---

Not someone who beat anxiety.

**Someone who learned to live with it.**

---

Not someone who's ""fixed.""

**Someone who's learning.**

---

That person —

The one who shows up while anxious —

The one who keeps going when they slip —

The one who doesn't need to feel ready —

**That's you.**

---

Not someday.

**Right now.**"
11,15,who_youre_becoming_summary,poetic,,"So here is who you are becoming:

---

Not one who ceased to feel anxiety.

**One who feels anxiety and moves anyway.**

---

Not one who conquered anxiety.

**One who learned to live alongside it.**

---

Not one who is ""healed.""

**One who is learning.**

---

And that one —

The one who appears while anxious —

The one who continues even after stumbling —

The one who does not require readiness first —

**That is you.**

---

Not in some future.

**Now.**"
11,15,who_youre_becoming_summary,coach,,"Identity summary:

---

Not: someone who eliminated anxiety experience.

**Someone who acts during anxiety experience.**

---

Not: someone who overcame anxiety.

**Someone who developed anxiety-coexistence capacity.**

---

Not: someone ""fixed.""

**Someone in ongoing development.**

---

This identity:

The one appearing during anxiety —

The one maintaining trajectory through lapses —

The one not requiring readiness prerequisite —

**This is you.**

---

Not future state.

**Current state.**"
11,15,who_youre_becoming_summary,somatic,,"So here's who you're becoming in the body:

---

Not a body that stopped feeling anxious.

**A body that feels anxious and moves anyway.**

---

Not a body that overcame anxiety.

**A body that learned to live with it.**

---

Not a body that's ""fixed.""

**A body that's learning.**

---

And that body —

The one that shows up while anxious —

The one that keeps going even when it slips —

The one that doesn't need to feel ready first —

**That's this body.**

---

Not someday.

**Now.**"
11,16,what_comes_next,direct,,"In the final chapter, we're going to talk about what happens from here.

---

Because this isn't the end.

**It's the beginning.**

---

You've learned how to act while anxious.

You've built the new pattern.

You've shifted your identity.

---

And now —

**You get to live.**

---

Not perfectly.

Not without anxiety.

But... **fully.**

---

While anxious.

---

And we need to talk about what that looks like going forward."
11,16,what_comes_next,peer,,"In the final chapter, we'll talk about what happens from here.

---

Because this isn't the end.

**It's the beginning.**

---

You've learned to act while anxious.

You've built the new pattern.

You've shifted your identity.

---

And now —

**You get to live.**

---

Not perfectly.

Not anxiety-free.

But... **fully.**

---

While anxious.

---

We need to talk about what that looks like going forward."
11,16,what_comes_next,poetic,,"In the final chapter, we will speak of what comes next.

---

Because this is not an ending.

**It is a beginning.**

---

You have learned to act while anxious.

You have woven the new pattern.

You have shifted how you know yourself.

---

And now —

**You get to live.**

---

Not perfectly.

Not free of anxiety.

But... **fully.**

---

While anxious.

---

We must speak of what that living looks like from here."
11,16,what_comes_next,coach,,"Final chapter preview: Forward trajectory.

---

This is not conclusion.

**This is commencement.**

---

Competencies developed:

Action during anxiety.

Pattern establishment.

Identity reconfiguration.

---

Current status:

**Life access restored.**

---

Not perfect execution.

Not anxiety elimination.

But **full engagement.**

---

With anxiety present.

---

Next: Forward implementation discussion."
11,16,what_comes_next,somatic,,"In the final chapter, we'll talk about what happens from here in the body.

---

Because this isn't the end.

**It's the beginning.**

---

The body has learned to move while anxious.

The body has built the new pattern.

The body has shifted how it knows itself.

---

And now —

**The body gets to live.**

---

Not perfectly.

Not without anxiety.

But... **fully.**

---

While anxious.

---

We need to talk about what that looks like for the body going forward."
