catalog	brand_id	tier	demographic	primary_topic	secondary_topics	genre_id	genre_source	locale_mix_check	craft_bible	arc_shape_hint	existing_series_id	status	note
ja_JP	trauma_path_healing	niche	josei	grief	trauma_recovery;somatic_healing;shame	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)	trauma_path_healing__toge_tsuyoshi__ja_JP__grief__the_blade_that_won_t_sing	REUSE_EXISTING	existing chapter_scripts dir is a LISTING only (fails check_manga_story_authored.py) -- author into it, do not rename/duplicate
ja_JP	warrior_calm_cultivation	niche	shonen	burnout	courage;somatic_healing	action_battle	14x37_dna	OK	docs/research/manga_craft/action_battle.md	4 arcs x 12 eps: inciting fight -> training/rival -> tournament/escalation -> reckoning	warrior_calm_cultivation__iwami_ren__ja_JP__burnout__the_chassis_is_listening	REUSE_EXISTING	existing chapter_scripts dir is a LISTING only (fails check_manga_story_authored.py) -- author into it, do not rename/duplicate
zh_TW	cognitive_clarity	flagship	seinen	overthinking	imposter_syndrome;burnout;boundaries	psychological_thriller	14x37_dna	OK	docs/research/manga_craft/psychological_thriller.md	4 arcs x 12 eps: obsession seed -> spiral -> exposure -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	digital_ground	flagship	manhwa	burnout	imposter_syndrome;financial_anxiety;anxiety;somatic_healing	sci_fi_cyberpunk	14x37_dna	FLAG_NOT_IN_LOCALE_MIX	docs/research/manga_craft/sci_fi_cyberpunk.md	4 arcs x 12 eps: system optimization -> body/identity cost -> resistance -> re-humanization		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	stillness_press	flagship	josei	anxiety	somatic_healing;sleep;grief;trauma_recovery	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	body_memory_shojo	core	josei	somatic_healing	trauma_recovery;shame;grief	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	career_lift_workplace	core	josei	imposter_syndrome	social_anxiety;financial_anxiety;burnout	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	executive_calm_workplace	core	seinen	burnout	overthinking;financial_anxiety	psychological_thriller	14x37_dna	OK	docs/research/manga_craft/psychological_thriller.md	4 arcs x 12 eps: obsession seed -> spiral -> exposure -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	focus_sprint_workplace	core	seinen	adhd_focus	imposter_syndrome;social_anxiety	sports_competition	14x37_dna	FLAG_NOT_IN_LOCALE_MIX	docs/research/manga_craft/sports_competition.md	4 arcs x 12 eps: recruit -> losing streak -> breakthrough -> championship arc		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	gentle_growth_healing	core	josei	self_worth	imposter_syndrome;social_anxiety	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	healing_ground_healing	core	josei	grief	boundaries;overthinking	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	heart_balance_shojo	core	josei	social_anxiety	boundaries;self_worth	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	high_performer_workplace	core	seinen	burnout	financial_anxiety;imposter_syndrome;overthinking	psychological_thriller	14x37_dna	OK	docs/research/manga_craft/psychological_thriller.md	4 arcs x 12 eps: obsession seed -> spiral -> exposure -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	minimal_mind_healing	core	seinen	overthinking	anxiety;burnout	psychological_thriller	14x37_dna	OK	docs/research/manga_craft/psychological_thriller.md	4 arcs x 12 eps: obsession seed -> spiral -> exposure -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	morning_momentum_workplace	core	shonen	burnout	courage;self_worth	action_battle	14x37_dna	FLAG_NOT_IN_LOCALE_MIX	docs/research/manga_craft/action_battle.md	4 arcs x 12 eps: inciting fight -> training/rival -> tournament/escalation -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	night_reset_healing	core	josei	sleep	anxiety;grief	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	optimizer_workplace	core	seinen	overthinking	burnout;imposter_syndrome	psychological_thriller	14x37_dna	OK	docs/research/manga_craft/psychological_thriller.md	4 arcs x 12 eps: obsession seed -> spiral -> exposure -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	relational_calm_iyashikei	core	josei	social_anxiety	boundaries;somatic_healing	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	sleep_restoration_iyashikei	core	josei	sleep	anxiety;grief;social_anxiety	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	somatic_wisdom_shojo	core	josei	somatic_healing	self_worth;social_anxiety;grief	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	stabilizer_healing	core	seinen	burnout	overthinking;financial_anxiety	psychological_thriller	14x37_dna	OK	docs/research/manga_craft/psychological_thriller.md	4 arcs x 12 eps: obsession seed -> spiral -> exposure -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	adhd_forge_mystery	niche	shonen	adhd_focus	courage;self_worth	sports_competition	14x37_dna	FLAG_NOT_IN_LOCALE_MIX	docs/research/manga_craft/sports_competition.md	4 arcs x 12 eps: recruit -> losing streak -> breakthrough -> championship arc		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	bio_flow_healing	niche	seinen	somatic_healing	overthinking;sleep	psychological_thriller	14x37_dna	OK	docs/research/manga_craft/psychological_thriller.md	4 arcs x 12 eps: obsession seed -> spiral -> exposure -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	bright_presence_tw_seinen	niche	seinen	social_anxiety	imposter_syndrome;self_worth	psychological_thriller	14x37_dna	OK	docs/research/manga_craft/psychological_thriller.md	4 arcs x 12 eps: obsession seed -> spiral -> exposure -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	calm_student_school	niche	shojo	anxiety	social_anxiety;self_worth	romance_josei_drama	14x37_dna	OK	docs/research/manga_craft/shojo_romance.md	4 arcs x 12 eps: proximity -> rupture -> repair -> commitment ladder		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	confidence_core_romance	niche	shojo	imposter_syndrome	self_worth;social_anxiety	romance_josei_drama	14x37_dna	OK	docs/research/manga_craft/shojo_romance.md	4 arcs x 12 eps: proximity -> rupture -> repair -> commitment ladder		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	creative_unfold_social	niche	shojo	social_anxiety	self_worth;courage	romance_josei_drama	14x37_dna	OK	docs/research/manga_craft/shojo_romance.md	4 arcs x 12 eps: proximity -> rupture -> repair -> commitment ladder		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	devotion_path_shonen	niche	josei	grief	compassion;courage	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	hormone_reset_healing	niche	josei	somatic_healing	self_worth;anxiety	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	legacy_builder_memoir	niche	seinen	self_worth	grief;financial_anxiety;shame	psychological_thriller	14x37_dna	OK	docs/research/manga_craft/psychological_thriller.md	4 arcs x 12 eps: obsession seed -> spiral -> exposure -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	longevity_lab_healing	niche	seinen	somatic_healing	self_worth;grief	psychological_thriller	14x37_dna	OK	docs/research/manga_craft/psychological_thriller.md	4 arcs x 12 eps: obsession seed -> spiral -> exposure -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	qi_foundation_cultivation	niche	seinen	somatic_healing	courage;burnout	psychological_thriller	14x37_dna	OK	docs/research/manga_craft/psychological_thriller.md	4 arcs x 12 eps: obsession seed -> spiral -> exposure -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	relationship_clarity_romance	niche	josei	social_anxiety	boundaries;self_worth	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	resilient_parent_social	niche	josei	burnout	self_worth;boundaries	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	solar_return_isekai	niche	shonen	self_worth	imposter_syndrome;courage	action_battle	14x37_dna	FLAG_NOT_IN_LOCALE_MIX	docs/research/manga_craft/action_battle.md	4 arcs x 12 eps: inciting fight -> training/rival -> tournament/escalation -> reckoning	solar_return_isekai__zh_TW__isekai__series01	REUSE_EXISTING	existing chapter_scripts dir is a LISTING only (fails check_manga_story_authored.py) -- author into it, do not rename/duplicate
zh_TW	spiritual_ground_supernatural	niche	josei	grief	self_worth;courage	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	stoic_edge_battle	niche	seinen	courage	grief;self_worth;shame	action_battle	14x37_dna	FLAG_NOT_IN_LOCALE_MIX	docs/research/manga_craft/action_battle.md	4 arcs x 12 eps: inciting fight -> training/rival -> tournament/escalation -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	trauma_path_healing	niche	josei	grief	trauma_recovery;somatic_healing;shame	iyashikei	14x37_dna	OK	docs/research/manga_craft/iyashikei_minimalism.md	12 x 4-episode seasonal cycles (atmospheric, not escalating stakes)		NEW_SERIES	no existing series dir; create with proper author + title
zh_TW	warrior_calm_cultivation	niche	shonen	burnout	courage;somatic_healing	action_battle	14x37_dna	FLAG_NOT_IN_LOCALE_MIX	docs/research/manga_craft/action_battle.md	4 arcs x 12 eps: inciting fight -> training/rival -> tournament/escalation -> reckoning		NEW_SERIES	no existing series dir; create with proper author + title
