rank	config_id	brand	topic	persona	format	locale	confidence_score	tier	rationale
133	gen_z_grounding_tw.anxiety.gen_z_professionals.deep_book_6h.en-US	gen_z_grounding_tw	anxiety	gen_z_professionals	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
134	gen_z_grounding_tw.anxiety.gen_z_professionals.deep_book_4h.en-US	gen_z_grounding_tw	anxiety	gen_z_professionals	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
135	gen_z_grounding_tw.anxiety.gen_z_professionals.extended_book_2h.en-US	gen_z_grounding_tw	anxiety	gen_z_professionals	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
136	gen_z_grounding_tw.anxiety.midlife_women.deep_book_6h.en-US	gen_z_grounding_tw	anxiety	midlife_women	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
137	gen_z_grounding_tw.anxiety.midlife_women.deep_book_4h.en-US	gen_z_grounding_tw	anxiety	midlife_women	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
138	gen_z_grounding_tw.anxiety.midlife_women.extended_book_2h.en-US	gen_z_grounding_tw	anxiety	midlife_women	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
139	gen_z_grounding_tw.anxiety.millennial_women_professionals.deep_book_6h.en-US	gen_z_grounding_tw	anxiety	millennial_women_professionals	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
140	gen_z_grounding_tw.anxiety.millennial_women_professionals.deep_book_4h.en-US	gen_z_grounding_tw	anxiety	millennial_women_professionals	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
141	gen_z_grounding_tw.anxiety.millennial_women_professionals.extended_book_2h.en-US	gen_z_grounding_tw	anxiety	millennial_women_professionals	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
142	gen_z_grounding_tw.anxiety.tech_finance_burnout.deep_book_6h.en-US	gen_z_grounding_tw	anxiety	tech_finance_burnout	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
143	gen_z_grounding_tw.anxiety.tech_finance_burnout.deep_book_4h.en-US	gen_z_grounding_tw	anxiety	tech_finance_burnout	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
144	gen_z_grounding_tw.anxiety.tech_finance_burnout.extended_book_2h.en-US	gen_z_grounding_tw	anxiety	tech_finance_burnout	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
145	gen_z_grounding_tw.self_worth.gen_z_professionals.deep_book_6h.en-US	gen_z_grounding_tw	self_worth	gen_z_professionals	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
146	gen_z_grounding_tw.self_worth.gen_z_professionals.deep_book_4h.en-US	gen_z_grounding_tw	self_worth	gen_z_professionals	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
147	gen_z_grounding_tw.self_worth.gen_z_professionals.extended_book_2h.en-US	gen_z_grounding_tw	self_worth	gen_z_professionals	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
148	gen_z_grounding_tw.self_worth.midlife_women.deep_book_6h.en-US	gen_z_grounding_tw	self_worth	midlife_women	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
149	gen_z_grounding_tw.self_worth.midlife_women.deep_book_4h.en-US	gen_z_grounding_tw	self_worth	midlife_women	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
150	gen_z_grounding_tw.self_worth.midlife_women.extended_book_2h.en-US	gen_z_grounding_tw	self_worth	midlife_women	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
151	gen_z_grounding_tw.self_worth.millennial_women_professionals.deep_book_6h.en-US	gen_z_grounding_tw	self_worth	millennial_women_professionals	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
152	gen_z_grounding_tw.self_worth.millennial_women_professionals.deep_book_4h.en-US	gen_z_grounding_tw	self_worth	millennial_women_professionals	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
153	gen_z_grounding_tw.self_worth.millennial_women_professionals.extended_book_2h.en-US	gen_z_grounding_tw	self_worth	millennial_women_professionals	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
154	gen_z_grounding_tw.self_worth.tech_finance_burnout.deep_book_6h.en-US	gen_z_grounding_tw	self_worth	tech_finance_burnout	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
155	gen_z_grounding_tw.self_worth.tech_finance_burnout.deep_book_4h.en-US	gen_z_grounding_tw	self_worth	tech_finance_burnout	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
156	gen_z_grounding_tw.self_worth.tech_finance_burnout.extended_book_2h.en-US	gen_z_grounding_tw	self_worth	tech_finance_burnout	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
157	grief_companion_tw.grief.gen_z_professionals.deep_book_6h.en-US	grief_companion_tw	grief	gen_z_professionals	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
158	grief_companion_tw.grief.gen_z_professionals.deep_book_4h.en-US	grief_companion_tw	grief	gen_z_professionals	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
159	grief_companion_tw.grief.gen_z_professionals.extended_book_2h.en-US	grief_companion_tw	grief	gen_z_professionals	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
160	grief_companion_tw.grief.midlife_women.deep_book_6h.en-US	grief_companion_tw	grief	midlife_women	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
161	grief_companion_tw.grief.midlife_women.deep_book_4h.en-US	grief_companion_tw	grief	midlife_women	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
162	grief_companion_tw.grief.midlife_women.extended_book_2h.en-US	grief_companion_tw	grief	midlife_women	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
163	grief_companion_tw.grief.millennial_women_professionals.deep_book_6h.en-US	grief_companion_tw	grief	millennial_women_professionals	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
164	grief_companion_tw.grief.millennial_women_professionals.deep_book_4h.en-US	grief_companion_tw	grief	millennial_women_professionals	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
165	grief_companion_tw.grief.millennial_women_professionals.extended_book_2h.en-US	grief_companion_tw	grief	millennial_women_professionals	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
166	grief_companion_tw.grief.tech_finance_burnout.deep_book_6h.en-US	grief_companion_tw	grief	tech_finance_burnout	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
167	grief_companion_tw.grief.tech_finance_burnout.deep_book_4h.en-US	grief_companion_tw	grief	tech_finance_burnout	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
168	grief_companion_tw.grief.tech_finance_burnout.extended_book_2h.en-US	grief_companion_tw	grief	tech_finance_burnout	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
169	inner_security_tw.anxiety.gen_z_professionals.deep_book_6h.en-US	inner_security_tw	anxiety	gen_z_professionals	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
170	inner_security_tw.anxiety.gen_z_professionals.deep_book_4h.en-US	inner_security_tw	anxiety	gen_z_professionals	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
171	inner_security_tw.anxiety.gen_z_professionals.extended_book_2h.en-US	inner_security_tw	anxiety	gen_z_professionals	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
172	inner_security_tw.anxiety.midlife_women.deep_book_6h.en-US	inner_security_tw	anxiety	midlife_women	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
173	inner_security_tw.anxiety.midlife_women.deep_book_4h.en-US	inner_security_tw	anxiety	midlife_women	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
174	inner_security_tw.anxiety.midlife_women.extended_book_2h.en-US	inner_security_tw	anxiety	midlife_women	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
175	inner_security_tw.anxiety.millennial_women_professionals.deep_book_6h.en-US	inner_security_tw	anxiety	millennial_women_professionals	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
176	inner_security_tw.anxiety.millennial_women_professionals.deep_book_4h.en-US	inner_security_tw	anxiety	millennial_women_professionals	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
177	inner_security_tw.anxiety.millennial_women_professionals.extended_book_2h.en-US	inner_security_tw	anxiety	millennial_women_professionals	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
178	inner_security_tw.anxiety.tech_finance_burnout.deep_book_6h.en-US	inner_security_tw	anxiety	tech_finance_burnout	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
179	inner_security_tw.anxiety.tech_finance_burnout.deep_book_4h.en-US	inner_security_tw	anxiety	tech_finance_burnout	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
180	inner_security_tw.anxiety.tech_finance_burnout.extended_book_2h.en-US	inner_security_tw	anxiety	tech_finance_burnout	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
181	inner_security_tw.self_worth.gen_z_professionals.deep_book_6h.en-US	inner_security_tw	self_worth	gen_z_professionals	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
182	inner_security_tw.self_worth.gen_z_professionals.deep_book_4h.en-US	inner_security_tw	self_worth	gen_z_professionals	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
183	inner_security_tw.self_worth.gen_z_professionals.extended_book_2h.en-US	inner_security_tw	self_worth	gen_z_professionals	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
184	inner_security_tw.self_worth.midlife_women.deep_book_6h.en-US	inner_security_tw	self_worth	midlife_women	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
185	inner_security_tw.self_worth.midlife_women.deep_book_4h.en-US	inner_security_tw	self_worth	midlife_women	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
186	inner_security_tw.self_worth.midlife_women.extended_book_2h.en-US	inner_security_tw	self_worth	midlife_women	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
187	inner_security_tw.self_worth.millennial_women_professionals.deep_book_6h.en-US	inner_security_tw	self_worth	millennial_women_professionals	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
188	inner_security_tw.self_worth.millennial_women_professionals.deep_book_4h.en-US	inner_security_tw	self_worth	millennial_women_professionals	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
189	inner_security_tw.self_worth.millennial_women_professionals.extended_book_2h.en-US	inner_security_tw	self_worth	millennial_women_professionals	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
190	inner_security_tw.self_worth.tech_finance_burnout.deep_book_6h.en-US	inner_security_tw	self_worth	tech_finance_burnout	deep_book_6h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
191	inner_security_tw.self_worth.tech_finance_burnout.deep_book_4h.en-US	inner_security_tw	self_worth	tech_finance_burnout	deep_book_4h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
192	inner_security_tw.self_worth.tech_finance_burnout.extended_book_2h.en-US	inner_security_tw	self_worth	tech_finance_burnout	extended_book_2h	en-US	7.7	T1-flagship	tier1-persona;tier1-topic;brand-affinity
193	stillness_press.anxiety.gen_z_professionals.standard_book.en-GB	stillness_press	anxiety	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
194	stillness_press.anxiety.midlife_women.standard_book.en-GB	stillness_press	anxiety	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
195	stillness_press.anxiety.millennial_women_professionals.standard_book.en-GB	stillness_press	anxiety	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
196	stillness_press.anxiety.tech_finance_burnout.standard_book.en-GB	stillness_press	anxiety	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
197	stillness_press.sleep_anxiety.gen_z_professionals.standard_book.en-GB	stillness_press	sleep_anxiety	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
198	stillness_press.sleep_anxiety.midlife_women.standard_book.en-GB	stillness_press	sleep_anxiety	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
199	stillness_press.sleep_anxiety.millennial_women_professionals.standard_book.en-GB	stillness_press	sleep_anxiety	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
200	stillness_press.sleep_anxiety.tech_finance_burnout.standard_book.en-GB	stillness_press	sleep_anxiety	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
201	sleep_repair_tw.anxiety.gen_z_professionals.standard_book.en-GB	sleep_repair_tw	anxiety	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
202	sleep_repair_tw.anxiety.midlife_women.standard_book.en-GB	sleep_repair_tw	anxiety	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
203	sleep_repair_tw.anxiety.millennial_women_professionals.standard_book.en-GB	sleep_repair_tw	anxiety	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
204	sleep_repair_tw.anxiety.tech_finance_burnout.standard_book.en-GB	sleep_repair_tw	anxiety	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
205	sleep_repair_tw.sleep_anxiety.gen_z_professionals.standard_book.en-GB	sleep_repair_tw	sleep_anxiety	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
206	sleep_repair_tw.sleep_anxiety.midlife_women.standard_book.en-GB	sleep_repair_tw	sleep_anxiety	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
207	sleep_repair_tw.sleep_anxiety.millennial_women_professionals.standard_book.en-GB	sleep_repair_tw	sleep_anxiety	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
208	sleep_repair_tw.sleep_anxiety.tech_finance_burnout.standard_book.en-GB	sleep_repair_tw	sleep_anxiety	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
209	stabilizer_tw.anxiety.gen_z_professionals.standard_book.en-GB	stabilizer_tw	anxiety	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
210	stabilizer_tw.anxiety.midlife_women.standard_book.en-GB	stabilizer_tw	anxiety	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
211	stabilizer_tw.anxiety.millennial_women_professionals.standard_book.en-GB	stabilizer_tw	anxiety	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
212	stabilizer_tw.anxiety.tech_finance_burnout.standard_book.en-GB	stabilizer_tw	anxiety	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
213	stabilizer_tw.burnout.gen_z_professionals.standard_book.en-GB	stabilizer_tw	burnout	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
214	stabilizer_tw.burnout.midlife_women.standard_book.en-GB	stabilizer_tw	burnout	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
215	stabilizer_tw.burnout.millennial_women_professionals.standard_book.en-GB	stabilizer_tw	burnout	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
216	stabilizer_tw.burnout.tech_finance_burnout.standard_book.en-GB	stabilizer_tw	burnout	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
217	panic_first_aid_tw.anxiety.gen_z_professionals.standard_book.en-GB	panic_first_aid_tw	anxiety	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
218	panic_first_aid_tw.anxiety.midlife_women.standard_book.en-GB	panic_first_aid_tw	anxiety	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
219	panic_first_aid_tw.anxiety.millennial_women_professionals.standard_book.en-GB	panic_first_aid_tw	anxiety	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
220	panic_first_aid_tw.anxiety.tech_finance_burnout.standard_book.en-GB	panic_first_aid_tw	anxiety	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
221	gen_z_grounding_tw.anxiety.gen_z_professionals.standard_book.en-GB	gen_z_grounding_tw	anxiety	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
222	gen_z_grounding_tw.anxiety.midlife_women.standard_book.en-GB	gen_z_grounding_tw	anxiety	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
223	gen_z_grounding_tw.anxiety.millennial_women_professionals.standard_book.en-GB	gen_z_grounding_tw	anxiety	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
224	gen_z_grounding_tw.anxiety.tech_finance_burnout.standard_book.en-GB	gen_z_grounding_tw	anxiety	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
225	gen_z_grounding_tw.self_worth.gen_z_professionals.standard_book.en-GB	gen_z_grounding_tw	self_worth	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
226	gen_z_grounding_tw.self_worth.midlife_women.standard_book.en-GB	gen_z_grounding_tw	self_worth	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
227	gen_z_grounding_tw.self_worth.millennial_women_professionals.standard_book.en-GB	gen_z_grounding_tw	self_worth	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
228	gen_z_grounding_tw.self_worth.tech_finance_burnout.standard_book.en-GB	gen_z_grounding_tw	self_worth	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
229	grief_companion_tw.grief.gen_z_professionals.standard_book.en-GB	grief_companion_tw	grief	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
230	grief_companion_tw.grief.midlife_women.standard_book.en-GB	grief_companion_tw	grief	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
231	grief_companion_tw.grief.millennial_women_professionals.standard_book.en-GB	grief_companion_tw	grief	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
232	grief_companion_tw.grief.tech_finance_burnout.standard_book.en-GB	grief_companion_tw	grief	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
233	inner_security_tw.anxiety.gen_z_professionals.standard_book.en-GB	inner_security_tw	anxiety	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
234	inner_security_tw.anxiety.midlife_women.standard_book.en-GB	inner_security_tw	anxiety	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
235	inner_security_tw.anxiety.millennial_women_professionals.standard_book.en-GB	inner_security_tw	anxiety	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
236	inner_security_tw.anxiety.tech_finance_burnout.standard_book.en-GB	inner_security_tw	anxiety	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
237	inner_security_tw.self_worth.gen_z_professionals.standard_book.en-GB	inner_security_tw	self_worth	gen_z_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
238	inner_security_tw.self_worth.midlife_women.standard_book.en-GB	inner_security_tw	self_worth	midlife_women	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
239	inner_security_tw.self_worth.millennial_women_professionals.standard_book.en-GB	inner_security_tw	self_worth	millennial_women_professionals	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
240	inner_security_tw.self_worth.tech_finance_burnout.standard_book.en-GB	inner_security_tw	self_worth	tech_finance_burnout	standard_book	en-GB	7.5	T1-flagship	tier1-persona;tier1-topic;brand-affinity;canonical-format
241	stillness_press.anxiety.gen_z_professionals.deep_book_6h.en-GB	stillness_press	anxiety	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
242	stillness_press.anxiety.gen_z_professionals.deep_book_4h.en-GB	stillness_press	anxiety	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
243	stillness_press.anxiety.gen_z_professionals.extended_book_2h.en-GB	stillness_press	anxiety	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
244	stillness_press.anxiety.midlife_women.deep_book_6h.en-GB	stillness_press	anxiety	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
245	stillness_press.anxiety.midlife_women.deep_book_4h.en-GB	stillness_press	anxiety	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
246	stillness_press.anxiety.midlife_women.extended_book_2h.en-GB	stillness_press	anxiety	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
247	stillness_press.anxiety.millennial_women_professionals.deep_book_6h.en-GB	stillness_press	anxiety	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
248	stillness_press.anxiety.millennial_women_professionals.deep_book_4h.en-GB	stillness_press	anxiety	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
249	stillness_press.anxiety.millennial_women_professionals.extended_book_2h.en-GB	stillness_press	anxiety	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
250	stillness_press.anxiety.tech_finance_burnout.deep_book_6h.en-GB	stillness_press	anxiety	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
251	stillness_press.anxiety.tech_finance_burnout.deep_book_4h.en-GB	stillness_press	anxiety	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
252	stillness_press.anxiety.tech_finance_burnout.extended_book_2h.en-GB	stillness_press	anxiety	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
253	stillness_press.sleep_anxiety.gen_z_professionals.deep_book_6h.en-GB	stillness_press	sleep_anxiety	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
254	stillness_press.sleep_anxiety.gen_z_professionals.deep_book_4h.en-GB	stillness_press	sleep_anxiety	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
255	stillness_press.sleep_anxiety.gen_z_professionals.extended_book_2h.en-GB	stillness_press	sleep_anxiety	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
256	stillness_press.sleep_anxiety.midlife_women.deep_book_6h.en-GB	stillness_press	sleep_anxiety	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
257	stillness_press.sleep_anxiety.midlife_women.deep_book_4h.en-GB	stillness_press	sleep_anxiety	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
258	stillness_press.sleep_anxiety.midlife_women.extended_book_2h.en-GB	stillness_press	sleep_anxiety	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
259	stillness_press.sleep_anxiety.millennial_women_professionals.deep_book_6h.en-GB	stillness_press	sleep_anxiety	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
260	stillness_press.sleep_anxiety.millennial_women_professionals.deep_book_4h.en-GB	stillness_press	sleep_anxiety	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
261	stillness_press.sleep_anxiety.millennial_women_professionals.extended_book_2h.en-GB	stillness_press	sleep_anxiety	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
262	stillness_press.sleep_anxiety.tech_finance_burnout.deep_book_6h.en-GB	stillness_press	sleep_anxiety	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
263	stillness_press.sleep_anxiety.tech_finance_burnout.deep_book_4h.en-GB	stillness_press	sleep_anxiety	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
264	stillness_press.sleep_anxiety.tech_finance_burnout.extended_book_2h.en-GB	stillness_press	sleep_anxiety	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
