locale,brand,title,subtitle,topic,persona,teacher_id,author_id,author_pen_name,allocation_reason
en_US,stillness_press,Quiet Reclaim the Night,An Sleep Anxiety Companion for the Sleepless — for millennial women professionals,sleep_anxiety,millennial_women_professionals,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet The Quiet Hour,Reclaiming Sleep from Sleep Anxiety and Overthinking — for tech and finance pros,sleep_anxiety,tech_finance_burnout,ahjan,lena_thorne,Lena Thorne,primary
en_US,stillness_press,Quiet Reclaim the Night,An Sleep Anxiety Companion for the Sleepless — for Gen Z professionals,sleep_anxiety,gen_z_professionals,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet The Soft Landing,Falling Asleep With Sleep Anxiety as a Companion — for healthcare workers,sleep_anxiety,healthcare_rns,ahjan,lena_thorne,Lena Thorne,primary
en_US,stillness_press,Quiet The Soft Landing,Falling Asleep With Sleep Anxiety as a Companion — for frontline workers,sleep_anxiety,first_responders,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet The Quiet Hour,Reclaiming Sleep from Sleep Anxiety and Overthinking — for teachers and educators,sleep_anxiety,educators,ahjan,lena_thorne,Lena Thorne,primary
en_US,stillness_press,Quiet The Soft Landing,Falling Asleep With Sleep Anxiety as a Companion — for working parents,sleep_anxiety,working_parents,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet The Soft Landing,Falling Asleep With Sleep Anxiety as a Companion — for founders,sleep_anxiety,entrepreneurs,ahjan,lena_thorne,Lena Thorne,primary
en_US,stillness_press,Quiet Permission to Rest,How to Calm Racing Thoughts and Finally Sleep — for the sandwich generation,sleep_anxiety,gen_x_sandwich,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet The Soft Landing,Falling Asleep With Sleep Anxiety as a Companion — for younger students,sleep_anxiety,gen_alpha_students,ahjan,lena_thorne,Lena Thorne,primary
en_US,stillness_press,Quiet The 3 AM Mind,A Guide to Overcoming Insomnia and Sleep Anxiety — for Gen Z students,sleep_anxiety,gen_z_student,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet The Smaller Yes,Starting Small With Social Anxiety Recovery — for mid-level leaders,social_anxiety,corporate_managers,ahjan,kai_okafor,Kai Okafor,primary
en_US,stillness_press,Quiet The Smaller Yes,Starting Small With Social Anxiety Recovery — for millennial women professionals,social_anxiety,millennial_women_professionals,ahjan,kai_okafor,Kai Okafor,primary
en_US,stillness_press,Quiet The Smaller Yes,Starting Small With Social Anxiety Recovery — for tech and finance pros,social_anxiety,tech_finance_burnout,ahjan,kai_okafor,Kai Okafor,primary
en_US,stillness_press,Quiet Brave Enough to Show Up,Overcoming Social Anxiety and Building Real Connection — for Gen Z professionals,social_anxiety,gen_z_professionals,ahjan,sam_meridian,Sam Meridian,overflow_balance
en_US,stillness_press,Quiet Visible at Your Own Pace,Social Anxiety Recovery That Respects Your Nervous System — for healthcare workers,social_anxiety,healthcare_rns,ahjan,sam_meridian,Sam Meridian,overflow_balance
en_US,stillness_press,Quiet Visible at Your Own Pace,Social Anxiety Recovery That Respects Your Nervous System — for frontline workers,social_anxiety,first_responders,ahjan,sam_meridian,Sam Meridian,overflow_balance
en_US,stillness_press,Quiet The Script Nobody Gave You,How to Navigate Social Anxiety with Confidence — for teachers and educators,social_anxiety,educators,ahjan,sam_meridian,Sam Meridian,overflow_balance
en_US,stillness_press,Quiet The Smaller Yes,Starting Small With Social Anxiety Recovery — for working parents,social_anxiety,working_parents,ahjan,sam_meridian,Sam Meridian,overflow_balance
en_US,stillness_press,Quiet The Smaller Yes,Starting Small With Social Anxiety Recovery — for founders,social_anxiety,entrepreneurs,ahjan,sam_meridian,Sam Meridian,overflow_balance
en_US,stillness_press,Quiet The Script Nobody Gave You,How to Navigate Social Anxiety with Confidence — for the sandwich generation,social_anxiety,gen_x_sandwich,ahjan,sam_meridian,Sam Meridian,overflow_balance
en_US,stillness_press,Quiet The Script Nobody Gave You,How to Navigate Social Anxiety with Confidence — for younger students,social_anxiety,gen_alpha_students,ahjan,sam_meridian,Sam Meridian,overflow_balance
en_US,stillness_press,Quiet The Script Nobody Gave You,How to Navigate Social Anxiety with Confidence — for Gen Z students,social_anxiety,gen_z_student,ahjan,sam_meridian,Sam Meridian,overflow_balance
en_US,stillness_press,Quiet Listening Lower,A Body-First Somatic Healing Practice for Adults — for mid-level leaders,somatic_healing,corporate_managers,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet The Body Remembers the Way Out,Somatic Healing and Nervous System Recovery — for millennial women professionals,somatic_healing,millennial_women_professionals,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet Listening Lower,A Body-First Somatic Healing Practice for Adults — for tech and finance pros,somatic_healing,tech_finance_burnout,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet The Body's Slow Yes,Returning Through Somatic Healing at Body Speed — for Gen Z professionals,somatic_healing,gen_z_professionals,ahjan,sam_meridian,Sam Meridian,primary
en_US,stillness_press,Quiet Unlock the Freeze,A Somatic Guide to Nervous System Reset and Trauma Release — for healthcare workers,somatic_healing,healthcare_rns,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet The Body Remembers the Way Out,Somatic Healing and Nervous System Recovery — for frontline workers,somatic_healing,first_responders,ahjan,sam_meridian,Sam Meridian,primary
en_US,stillness_press,Quiet Where the Story Settles,An Embodied Somatic Healing Companion for Adults — for teachers and educators,somatic_healing,educators,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet The Body Remembers the Way Out,Somatic Healing and Nervous System Recovery — for working parents,somatic_healing,working_parents,ahjan,sam_meridian,Sam Meridian,primary
en_US,stillness_press,Quiet Unlock the Freeze,A Somatic Guide to Nervous System Reset and Trauma Release — for founders,somatic_healing,entrepreneurs,ahjan,iris_tam,Iris Tam,alternate
en_US,stillness_press,Quiet The Body's Slow Yes,Returning Through Somatic Healing at Body Speed — for the sandwich generation,somatic_healing,gen_x_sandwich,ahjan,sam_meridian,Sam Meridian,primary
en_US,stillness_press,Quiet Listening Lower,A Body-First Somatic Healing Practice for Adults — for Gen Z students,somatic_healing,gen_z_student,ahjan,iris_tam,Iris Tam,alternate
