queue_id,brand_id,title,subtitle,topic_id,persona_id,engine,runtime_format_id,content_type,price_usd,priority,keywords
WQ-2026-W14-creative_unfold_en_us-002,creative_unfold_en_us,The Bold Step Series: Book 4,From Paralysis to Bold Action,courage,gen_z_professionals,shame,standard_book,series,3.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-creative_unfold_en_us-003,creative_unfold_en_us,The Open Door Problem,Why Boundaries Feel Impossible and How to Start,boundaries,gen_z_student,spiral,short_book_30,standalone,2.99,STRONG,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-creative_unfold_en_us-004,creative_unfold_en_us,The Other Side of Fear,What Happens When You Choose Courage,courage,gen_z_professionals,shame,short_book_30,standalone,2.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-creative_unfold_en_us-005,creative_unfold_en_us,The Measuring Stops Here,Breaking Free from the Self-Worth Deficit,self_worth,gen_alpha_students,comparison,short_book_30,standalone,2.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-creative_unfold_en_us-006,creative_unfold_en_us,Sacred Limits,A Guide to Boundaries That Protect Without Isolating,boundaries,gen_z_student,false_alarm,short_book_30,standalone,2.99,STRONG,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-creative_unfold_en_us-007,creative_unfold_en_us,The Fear That Built You,Finding Courage When Everything Feels Uncertain,courage,gen_z_professionals,overwhelm,short_book_30,standalone,2.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-creative_unfold_en_us-008,creative_unfold_en_us,The Comparison Cure,How to Stop Measuring and Start Living — A Quick Guide,self_worth,gen_alpha_students,grief,micro_book_15,micro,0.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-creative_unfold_en_us-009,creative_unfold_en_us,The No That Saved Me,A Practical Guide to Setting Boundaries and Finding Peace — A Quick Guide,boundaries,gen_z_student,watcher,micro_book_15,micro,0.99,STRONG,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-creative_unfold_en_us-010,creative_unfold_en_us,Jump Scared,A Guide to Building Courage and Facing the Unknown — A Quick Guide,courage,gen_z_professionals,spiral,micro_book_15,micro,0.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-creative_unfold_en_us-011,creative_unfold_en_us,Stop Pouring from an Empty Cup,Boundaries for People Pleasers and Overgivers,boundaries,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-creative_unfold_en_us-012,creative_unfold_en_us,The Fear That Built You,Finding Courage When Everything Feels Uncertain,courage,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-creative_unfold_en_us-013,creative_unfold_en_us,Kind and Clear,How to Say No Without Being the Villain,boundaries,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-creative_unfold_en_us-014,creative_unfold_en_us,Before the Grade,Rediscovering Self-Worth Beyond Performance — A Quick Guide,self_worth,gen_alpha_students,spiral,micro_book_20,format_variation,0.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-creative_unfold_en_us-015,creative_unfold_en_us,The Measuring Stops Here,Breaking Free from the Self-Worth Deficit,self_worth,gen_alpha_students,spiral,extended_book_2h,format_variation,9.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-executive_calm_en_us-001,executive_calm_en_us,The Recovery Road Series: Book 4,Burnout Recovery for High Achievers,burnout,nyc_executives,spiral,standard_book,series,3.99,VIABLE,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-executive_calm_en_us-002,executive_calm_en_us,The Steady Ground Collection: Book 4,Breaking the Anxiety Spiral with Body-Based Tools,anxiety,corporate_managers,shame,standard_book,series,3.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-executive_calm_en_us-003,executive_calm_en_us,The Emergency That Never Comes,Breaking Free from High-Functioning Anxiety,anxiety,corporate_managers,spiral,short_book_30,standalone,2.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-executive_calm_en_us-004,executive_calm_en_us,Enough Already,A Nervous System Approach to Imposter Syndrome Recovery,imposter_syndrome,corporate_managers,shame,short_book_30,standalone,2.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-executive_calm_en_us-005,executive_calm_en_us,Steady Ground,Finding Calm in the Middle of Anxiety,anxiety,corporate_managers,comparison,short_book_30,standalone,2.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-executive_calm_en_us-006,executive_calm_en_us,The Competence Gap,Why Imposter Syndrome Lies About What You Know,imposter_syndrome,corporate_managers,false_alarm,short_book_30,standalone,2.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-executive_calm_en_us-007,executive_calm_en_us,Safe Enough,How to Calm Anxiety and Reclaim Your Nervous System,anxiety,corporate_managers,overwhelm,short_book_30,standalone,2.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-executive_calm_en_us-008,executive_calm_en_us,You're Not a Fraud,Overcoming Imposter Syndrome and Owning Your Worth — A Quick Guide,imposter_syndrome,corporate_managers,grief,micro_book_15,micro,0.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-executive_calm_en_us-009,executive_calm_en_us,Quiet Enough,A Anxiety Recovery Guide for Overthinkers — A Quick Guide,anxiety,corporate_managers,watcher,micro_book_15,micro,0.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-executive_calm_en_us-010,executive_calm_en_us,Own Your Seat,How to Silence Imposter Syndrome and Show Up Fully — A Quick Guide,imposter_syndrome,corporate_managers,spiral,micro_book_15,micro,0.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-executive_calm_en_us-011,executive_calm_en_us,The Slow Return,How to Come Back from Burnout Without Burning Again,burnout,corporate_managers,spiral,short_book_30,standalone,2.99,VIABLE,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-executive_calm_en_us-012,executive_calm_en_us,The Collapse You Earned,Burnout Recovery for People Who Can't Stop,burnout,corporate_managers,spiral,short_book_30,standalone,2.99,VIABLE,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-executive_calm_en_us-013,executive_calm_en_us,Running on Fumes,A Recovery Guide for Burnout and Work Exhaustion,burnout,corporate_managers,spiral,short_book_30,standalone,2.99,VIABLE,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-executive_calm_en_us-014,executive_calm_en_us,Empty Battery,A Nervous System Reset for Burnout and Exhaustion — A Quick Guide,burnout,corporate_managers,spiral,micro_book_20,format_variation,0.99,VIABLE,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-executive_calm_en_us-015,executive_calm_en_us,Wired for Worry,Understanding Your Anxiety Response and How to Rewire It,anxiety,corporate_managers,spiral,extended_book_2h,format_variation,9.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-gen_spark_en_us-001,gen_spark_en_us,The Belonging Series: Book 4,Imposter Syndrome for Women in Leadership,imposter_syndrome,gen_z_student,spiral,standard_book,series,3.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-gen_spark_en_us-002,gen_spark_en_us,The Brave Room Series: Book 4,The Body's Response to Social Situations,social_anxiety,gen_z_professionals,shame,standard_book,series,3.99,STRONG,social anxiety recovery; overcoming shyness; introvert anxiety; social confidence; making friends adult; phone anxiety; social skills
WQ-2026-W14-gen_spark_en_us-003,gen_spark_en_us,Sacred Limits,A Guide to Boundaries That Protect Without Isolating,boundaries,gen_z_student,spiral,short_book_30,standalone,2.99,STRONG,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-gen_spark_en_us-004,gen_spark_en_us,Own Your Seat,How to Silence Imposter Syndrome and Show Up Fully,imposter_syndrome,gen_z_professionals,shame,short_book_30,standalone,2.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-gen_spark_en_us-005,gen_spark_en_us,Unearned and Deserved,A Radical Approach to Self-Worth Recovery,self_worth,gen_alpha_students,comparison,short_book_30,standalone,2.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-gen_spark_en_us-006,gen_spark_en_us,The Script Nobody Gave You,How to Navigate Social Anxiety with Confidence,social_anxiety,gen_alpha_students,false_alarm,short_book_30,standalone,2.99,STRONG,social anxiety recovery; overcoming shyness; introvert anxiety; social confidence; making friends adult; phone anxiety; social skills
WQ-2026-W14-gen_spark_en_us-007,gen_spark_en_us,The Open Door Problem,Why Boundaries Feel Impossible and How to Start,boundaries,gen_z_student,overwhelm,short_book_30,standalone,2.99,STRONG,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-gen_spark_en_us-008,gen_spark_en_us,Belonging at the Table,Silencing Imposter Syndrome and Claiming Your Place — A Quick Guide,imposter_syndrome,gen_z_professionals,grief,micro_book_15,micro,0.99,STRONG,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-gen_spark_en_us-009,gen_spark_en_us,The Comparison Cure,How to Stop Measuring and Start Living — A Quick Guide,self_worth,gen_alpha_students,watcher,micro_book_15,micro,0.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-gen_spark_en_us-010,gen_spark_en_us,The Eyes on You,What Social Anxiety Gets Wrong About Being Seen — A Quick Guide,social_anxiety,gen_alpha_students,spiral,micro_book_15,micro,0.99,STRONG,social anxiety recovery; overcoming shyness; introvert anxiety; social confidence; making friends adult; phone anxiety; social skills
WQ-2026-W14-gen_spark_en_us-011,gen_spark_en_us,The Fence You Build,A Body-Based Guide to Healthy Boundaries,boundaries,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-gen_spark_en_us-012,gen_spark_en_us,Who Let Me In,A Guide to Dismantling Imposter Syndrome from the Inside,imposter_syndrome,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,imposter syndrome book; feeling like fraud; self doubt recovery; imposter syndrome women; imposter syndrome work; confidence building; worthy enough
WQ-2026-W14-gen_spark_en_us-013,gen_spark_en_us,The Open Door Problem,Why Boundaries Feel Impossible and How to Start,boundaries,gen_alpha_students,spiral,short_book_30,standalone,2.99,VIABLE,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-gen_spark_en_us-014,gen_spark_en_us,You Were Always Enough,Rebuilding Self-Esteem and Reclaiming Your Worth — A Quick Guide,self_worth,gen_alpha_students,spiral,micro_book_20,format_variation,0.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-gen_spark_en_us-015,gen_spark_en_us,The Eyes on You,What Social Anxiety Gets Wrong About Being Seen,social_anxiety,gen_alpha_students,spiral,extended_book_2h,format_variation,9.99,STRONG,social anxiety recovery; overcoming shyness; introvert anxiety; social confidence; making friends adult; phone anxiety; social skills
WQ-2026-W14-gentle_wave_en_us-001,gentle_wave_en_us,The Midnight Reset Series: Book 4,Racing Thoughts and How to Calm Them,sleep_anxiety,educators,spiral,standard_book,series,3.99,VIABLE,insomnia self help; racing thoughts night; sleep anxiety relief; cant sleep book; 3am anxiety; calm mind sleep; bedtime anxiety
WQ-2026-W14-gentle_wave_en_us-002,gentle_wave_en_us,The Recovery Road Series: Book 4,Burnout Recovery for High Achievers,burnout,healthcare_rns,shame,standard_book,series,3.99,STRONG,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-gentle_wave_en_us-003,gentle_wave_en_us,Before You Break,Escaping Burnout and Rebuilding Your Energy,burnout,healthcare_rns,spiral,short_book_30,standalone,2.99,STRONG,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-gentle_wave_en_us-004,gentle_wave_en_us,The Empty Well,Healing Compassion Fatigue and Emotional Exhaustion,compassion_fatigue,educators,shame,short_book_30,standalone,2.99,STRONG,compassion fatigue recovery; caregiver burnout book; empathy exhaustion; nurse self care; helper burnout; vicarious trauma; moral injury healing
WQ-2026-W14-gentle_wave_en_us-005,gentle_wave_en_us,The 3 AM Mind,A Guide to Overcoming Insomnia and Sleep Anxiety,sleep_anxiety,working_parents,comparison,short_book_30,standalone,2.99,STRONG,insomnia self help; racing thoughts night; sleep anxiety relief; cant sleep book; 3am anxiety; calm mind sleep; bedtime anxiety
WQ-2026-W14-gentle_wave_en_us-006,gentle_wave_en_us,The Wall,What Happens When Burnout Catches Up,burnout,healthcare_rns,false_alarm,short_book_30,standalone,2.99,STRONG,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-gentle_wave_en_us-007,gentle_wave_en_us,Caring Until There's Nothing Left,A Compassion Fatigue Recovery Guide for Helpers,compassion_fatigue,educators,overwhelm,short_book_30,standalone,2.99,STRONG,compassion fatigue recovery; caregiver burnout book; empathy exhaustion; nurse self care; helper burnout; vicarious trauma; moral injury healing
WQ-2026-W14-gentle_wave_en_us-008,gentle_wave_en_us,Permission to Rest,How to Calm Racing Thoughts and Finally Sleep — A Quick Guide,sleep_anxiety,working_parents,grief,micro_book_15,micro,0.99,STRONG,insomnia self help; racing thoughts night; sleep anxiety relief; cant sleep book; 3am anxiety; calm mind sleep; bedtime anxiety
WQ-2026-W14-gentle_wave_en_us-009,gentle_wave_en_us,The Slow Return,How to Come Back from Burnout Without Burning Again — A Quick Guide,burnout,healthcare_rns,watcher,micro_book_15,micro,0.99,STRONG,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-gentle_wave_en_us-010,gentle_wave_en_us,Refill First,"A Compassion Fatigue Recovery Plan for Nurses, Teachers, and Helpers — A Quick Guide",compassion_fatigue,educators,spiral,micro_book_15,micro,0.99,STRONG,compassion fatigue recovery; caregiver burnout book; empathy exhaustion; nurse self care; helper burnout; vicarious trauma; moral injury healing
WQ-2026-W14-gentle_wave_en_us-011,gentle_wave_en_us,Steady Ground,Finding Calm in the Middle of Anxiety,anxiety,educators,spiral,short_book_30,standalone,2.99,VIABLE,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-gentle_wave_en_us-012,gentle_wave_en_us,The Alarm Is Lying,A Nervous System Guide to Anxiety Recovery for Educators,anxiety,educators,spiral,short_book_30,standalone,2.99,VIABLE,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-gentle_wave_en_us-013,gentle_wave_en_us,Breath Before the Storm,Somatic Tools for Anxiety and Overwhelm,anxiety,educators,spiral,short_book_30,standalone,2.99,VIABLE,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-gentle_wave_en_us-014,gentle_wave_en_us,The 3 AM Mind,A Guide to Overcoming Insomnia and Sleep Anxiety — A Quick Guide,sleep_anxiety,working_parents,spiral,micro_book_20,format_variation,0.99,STRONG,insomnia self help; racing thoughts night; sleep anxiety relief; cant sleep book; 3am anxiety; calm mind sleep; bedtime anxiety
WQ-2026-W14-gentle_wave_en_us-015,gentle_wave_en_us,Before You Break,Escaping Burnout and Rebuilding Your Energy,burnout,healthcare_rns,spiral,extended_book_2h,format_variation,9.99,STRONG,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-healing_ground_press_en_us-001,healing_ground_press_en_us,The After Collection: Book 4,Grief After Sudden Loss,grief,working_parents,spiral,standard_book,series,3.99,STRONG,grief recovery book; coping with loss; grief healing guide; losing loved one; grief companion; complicated grief; bereavement self help
WQ-2026-W14-healing_ground_press_en_us-002,healing_ground_press_en_us,The Healer's Rest Series: Book 4,Empathy Without Exhaustion,compassion_fatigue,healthcare_rns,shame,standard_book,series,3.99,STRONG,compassion fatigue recovery; caregiver burnout book; empathy exhaustion; nurse self care; helper burnout; vicarious trauma; moral injury healing
WQ-2026-W14-healing_ground_press_en_us-003,healing_ground_press_en_us,Not Your Emergency,How to Set Boundaries When Everyone Needs Something,boundaries,working_parents,spiral,short_book_30,standalone,2.99,STRONG,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-healing_ground_press_en_us-004,healing_ground_press_en_us,Refill First,"A Compassion Fatigue Recovery Plan for Nurses, Teachers, and Helpers",compassion_fatigue,educators,shame,short_book_30,standalone,2.99,STRONG,compassion fatigue recovery; caregiver burnout book; empathy exhaustion; nurse self care; helper burnout; vicarious trauma; moral injury healing
WQ-2026-W14-healing_ground_press_en_us-005,healing_ground_press_en_us,Small Movements,How Tiny Steps Break Through Depression,depression,working_parents,comparison,short_book_30,standalone,2.99,STRONG,depression recovery book; feeling numb healing; low energy guide; depression self help; finding hope again; functioning depression; mood healing
WQ-2026-W14-healing_ground_press_en_us-006,healing_ground_press_en_us,The Wave That Comes,Understanding Grief and Finding Solid Ground,grief,healthcare_rns,false_alarm,short_book_30,standalone,2.99,STRONG,grief recovery book; coping with loss; grief healing guide; losing loved one; grief companion; complicated grief; bereavement self help
WQ-2026-W14-healing_ground_press_en_us-007,healing_ground_press_en_us,Protect What Matters,A Boundaries Guide for People Who Give Too Much,boundaries,working_parents,overwhelm,short_book_30,standalone,2.99,STRONG,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-healing_ground_press_en_us-008,healing_ground_press_en_us,The Empty Well,Healing Compassion Fatigue and Emotional Exhaustion — A Quick Guide,compassion_fatigue,educators,grief,micro_book_15,micro,0.99,STRONG,compassion fatigue recovery; caregiver burnout book; empathy exhaustion; nurse self care; helper burnout; vicarious trauma; moral injury healing
WQ-2026-W14-healing_ground_press_en_us-009,healing_ground_press_en_us,Still Breathing,Depression Recovery for People Running on Empty — A Quick Guide,depression,working_parents,watcher,micro_book_15,micro,0.99,STRONG,depression recovery book; feeling numb healing; low energy guide; depression self help; finding hope again; functioning depression; mood healing
WQ-2026-W14-healing_ground_press_en_us-010,healing_ground_press_en_us,Not Getting Over It,A Grief Guide for People Tired of Being Told to Move On — A Quick Guide,grief,healthcare_rns,spiral,micro_book_15,micro,0.99,STRONG,grief recovery book; coping with loss; grief healing guide; losing loved one; grief companion; complicated grief; bereavement self help
WQ-2026-W14-healing_ground_press_en_us-011,healing_ground_press_en_us,The Open Door Problem,Why Boundaries Feel Impossible and How to Start,boundaries,educators,spiral,short_book_30,standalone,2.99,VIABLE,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-healing_ground_press_en_us-012,healing_ground_press_en_us,Who Heals the Healer,Compassion Fatigue Recovery for Working Parents,compassion_fatigue,working_parents,spiral,short_book_30,standalone,2.99,VIABLE,compassion fatigue recovery; caregiver burnout book; empathy exhaustion; nurse self care; helper burnout; vicarious trauma; moral injury healing
WQ-2026-W14-healing_ground_press_en_us-013,healing_ground_press_en_us,The Flat Morning,A Guide to Getting Up When Depression Holds You Down,depression,educators,spiral,short_book_30,standalone,2.99,VIABLE,depression recovery book; feeling numb healing; low energy guide; depression self help; finding hope again; functioning depression; mood healing
WQ-2026-W14-healing_ground_press_en_us-014,healing_ground_press_en_us,The Empty Chair,Learning to Live with Grief and Absence — A Quick Guide,grief,healthcare_rns,spiral,micro_book_20,format_variation,0.99,STRONG,grief recovery book; coping with loss; grief healing guide; losing loved one; grief companion; complicated grief; bereavement self help
WQ-2026-W14-healing_ground_press_en_us-015,healing_ground_press_en_us,Stop Pouring from an Empty Cup,Boundaries for People Pleasers and Overgivers,boundaries,working_parents,spiral,extended_book_2h,format_variation,9.99,STRONG,setting boundaries book; how say no; people pleasing recovery; boundaries without guilt; codependency healing; toxic relationship boundaries; healthy boundaries
WQ-2026-W14-inner_light_press_en_us-001,inner_light_press_en_us,The Steady Ground Collection: Book 4,Breaking the Anxiety Spiral with Body-Based Tools,anxiety,working_parents,spiral,standard_book,series,3.99,VIABLE,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-inner_light_press_en_us-002,inner_light_press_en_us,The Recovery Road Series: Book 4,Burnout Recovery for High Achievers,burnout,corporate_managers,shame,standard_book,series,3.99,VIABLE,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-inner_light_press_en_us-003,inner_light_press_en_us,Safe Enough,How to Calm Anxiety and Reclaim Your Nervous System,anxiety,corporate_managers,spiral,short_book_30,standalone,2.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-inner_light_press_en_us-004,inner_light_press_en_us,The Grey Season,A Somatic Approach to Depression Recovery,depression,millennial_women_professionals,shame,short_book_30,standalone,2.99,STRONG,depression recovery book; feeling numb healing; low energy guide; depression self help; finding hope again; functioning depression; mood healing
WQ-2026-W14-inner_light_press_en_us-005,inner_light_press_en_us,The Mirror Lied,A Self-Love Guide to Healing Low Self-Esteem,self_worth,millennial_women_professionals,comparison,short_book_30,standalone,2.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-inner_light_press_en_us-006,inner_light_press_en_us,Held by the Body,"A Somatic Healing Guide for Stress, Trauma, and Anxiety",somatic_healing,corporate_managers,false_alarm,short_book_30,standalone,2.99,STRONG,nervous system regulation book; somatic exercises; vagus nerve healing; body trauma release; polyvagal theory guide; somatic therapy self help; freeze response
WQ-2026-W14-inner_light_press_en_us-007,inner_light_press_en_us,Breath Before the Storm,Somatic Tools for Anxiety and Overwhelm,anxiety,corporate_managers,overwhelm,short_book_30,standalone,2.99,STRONG,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-inner_light_press_en_us-008,inner_light_press_en_us,The Grey Season,A Somatic Approach to Depression Recovery — A Quick Guide,depression,millennial_women_professionals,grief,micro_book_15,micro,0.99,STRONG,depression recovery book; feeling numb healing; low energy guide; depression self help; finding hope again; functioning depression; mood healing
WQ-2026-W14-inner_light_press_en_us-009,inner_light_press_en_us,Inherent,A Guide to Self-Worth That Doesn't Depend on Achievement — A Quick Guide,self_worth,millennial_women_professionals,watcher,micro_book_15,micro,0.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-inner_light_press_en_us-010,inner_light_press_en_us,The Body Remembers the Way Out,Somatic Healing and Nervous System Recovery — A Quick Guide,somatic_healing,corporate_managers,spiral,micro_book_15,micro,0.99,STRONG,nervous system regulation book; somatic exercises; vagus nerve healing; body trauma release; polyvagal theory guide; somatic therapy self help; freeze response
WQ-2026-W14-inner_light_press_en_us-011,inner_light_press_en_us,"Not Lazy, Depleted",Understanding Burnout and Reclaiming Your Life,burnout,corporate_managers,spiral,short_book_30,standalone,2.99,VIABLE,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-inner_light_press_en_us-012,inner_light_press_en_us,The Collapse You Earned,Burnout Recovery for People Who Can't Stop,burnout,corporate_managers,spiral,short_book_30,standalone,2.99,VIABLE,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
WQ-2026-W14-inner_light_press_en_us-013,inner_light_press_en_us,Wired for Worry,Understanding Your Anxiety Response and How to Rewire It,anxiety,working_parents,spiral,short_book_30,standalone,2.99,VIABLE,anxiety relief; nervous system regulation; calm anxiety naturally; anxiety recovery; high functioning anxiety; anxiety workbook adults; somatic anxiety
WQ-2026-W14-inner_light_press_en_us-014,inner_light_press_en_us,The Light You Forgot,A Gentle Guide to Healing Depression and Finding Hope — A Quick Guide,depression,millennial_women_professionals,spiral,micro_book_20,format_variation,0.99,STRONG,depression recovery book; feeling numb healing; low energy guide; depression self help; finding hope again; functioning depression; mood healing
WQ-2026-W14-inner_light_press_en_us-015,inner_light_press_en_us,You Were Always Enough,Rebuilding Self-Esteem and Reclaiming Your Worth,self_worth,millennial_women_professionals,spiral,extended_book_2h,format_variation,9.99,STRONG,self esteem books; self worth healing; self love guide; confidence building; feeling worthless recovery; enough self help; body neutrality
WQ-2026-W14-iron_will_en_us-001,iron_will_en_us,The Bold Step Series: Book 4,From Paralysis to Bold Action,courage,gen_z_professionals,spiral,standard_book,series,3.99,STRONG,courage building book; facing fear guide; brave living; fear of change; bold decisions; risk taking self help; courage practice
WQ-2026-W14-iron_will_en_us-002,iron_will_en_us,The Recovery Road Series: Book 4,Burnout Recovery for High Achievers,burnout,first_responders,shame,standard_book,series,3.99,STRONG,burnout recovery; work exhaustion healing; nervous system reset; burnout book professionals; hustle culture recovery; stress management; burnout prevention
