row_id	row_number	atom_type	row_kind	atom_type_counted	source_status	source_path	source_path_check	atom_family	depth_pattern	rewrite_lane	entry_contract	exit_contract	status	status_reason	final_accountability_gate	unresolved_flag
row-044-BURNOUT_SPIRAL	44	BURNOUT_SPIRAL	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/burnout_spiral/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-045-CASE_STUDY	45	CASE_STUDY	spec_only_atom_type	yes	source_authority_repaired_20260718	SOURCE_OF_TRUTH/accent_banks/external_stories/anxiety_entries.yaml	all_exist	external story/case/parable	EXTERNAL_STORY_RETURN_5	04_evidence_case_external_story_parable	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	lane07 repair verdict=PARTIAL; source path attached; deepened/seeded under write scope	PASS	no
row-046-COMPARISON	46	COMPARISON	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anxiety/comparison/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/comparison/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/comparison/CANONICAL.txt; atoms/healthcare_rns/overthinking/comparison/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/comparison/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-047-COMPASSION_FATIGUE_COMPARISON	47	COMPASSION_FATIGUE_COMPARISON	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/compassion_fatigue_comparison/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-048-COMPASSION_FATIGUE_FALSE_ALARM	48	COMPASSION_FATIGUE_FALSE_ALARM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/compassion_fatigue_false_alarm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-049-COMPASSION_FATIGUE_SHAME	49	COMPASSION_FATIGUE_SHAME	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/compassion_fatigue_shame/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-050-COMPASSION_FATIGUE_SPIRAL	50	COMPASSION_FATIGUE_SPIRAL	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/compassion_fatigue_spiral/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-051-COMPRESSION	51	COMPRESSION	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anxiety/COMPRESSION/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/COMPRESSION/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/COMPRESSION/CANONICAL.txt; atoms/healthcare_rns/overthinking/COMPRESSION/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/COMPRESSION/CANONICAL.txt	all_exist	short rhythm/landing/propulsion	SHORT_RHYTHM_2	07_short_rhythm_callback_propulsion	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	PRESERVED_SHORT	SHORT_RHYTHM_2 is expansion-resistant; accountability preserves rhythm unless rendered context requires changed meaning	PASS	no
row-052-COURAGE_COMPARISON	52	COURAGE_COMPARISON	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/courage_comparison/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-053-COURAGE_FALSE_ALARM	53	COURAGE_FALSE_ALARM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/courage_false_alarm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-054-COURAGE_GRIEF	54	COURAGE_GRIEF	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/courage_grief/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-055-COURAGE_OVERWHELM	55	COURAGE_OVERWHELM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/courage_overwhelm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-056-COURAGE_SHAME	56	COURAGE_SHAME	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/courage_shame/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-057-COURAGE_SPIRAL	57	COURAGE_SPIRAL	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/courage_spiral/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-058-COURAGE_WATCHER	58	COURAGE_WATCHER	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/courage_watcher/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-059-DE-DE	59	DE-DE	locale_code	no	source_bank_discovered_needs_render	atoms/corporate_managers/adhd_focus/PERMISSION/locales/de-DE/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
row-060-DEPRESSION_COMPARISON	60	DEPRESSION_COMPARISON	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/depression_comparison/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-061-DEPRESSION_FALSE_ALARM	61	DEPRESSION_FALSE_ALARM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/depression_false_alarm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-062-DEPRESSION_SHAME	62	DEPRESSION_SHAME	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/depression_shame/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-063-DEPRESSION_SPIRAL	63	DEPRESSION_SPIRAL	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/depression_spiral/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-064-ENCOURAGEMENT	64	ENCOURAGEMENT	spec_only_atom_type	yes	source_authority_repaired_20260718	SOURCE_OF_TRUTH/accent_banks/encouragement/anxiety/entries.yaml; atoms/corporate_managers/burnout/PERMISSION/CANONICAL.txt	all_exist	troubleshooting/permission/encouragement	TROUBLE_PERMISSION_4	06_troubleshooting_permission_encouragement	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	lane07 repair verdict=PARTIAL; source path attached; deepened/seeded under write scope	PASS	no
row-065-ENGINE	65	ENGINE	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/gen_z_professionals/anxiety/ANGLE_DEFINITION/ENGINE/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-066-ES-ES	66	ES-ES	locale_code	no	source_bank_discovered_needs_render	atoms/corporate_managers/adhd_focus/PERMISSION/locales/es-ES/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
row-067-ES-US	67	ES-US	locale_code	no	source_bank_discovered_needs_render	atoms/corporate_managers/adhd_focus/PERMISSION/locales/es-US/CANONICAL.txt; atoms/corporate_managers/adhd_focus/PIVOT/locales/es-US/CANONICAL.txt; atoms/corporate_managers/adhd_focus/STORY/locales/es-US/CANONICAL.txt; atoms/corporate_managers/adhd_focus/TAKEAWAY/locales/es-US/CANONICAL.txt; atoms/corporate_managers/adhd_focus/THREAD/locales/es-US/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
row-068-EXERCISE	68	EXERCISE	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anxiety/EXERCISE/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/EXERCISE/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/EXERCISE/CANONICAL.txt; atoms/healthcare_rns/overthinking/EXERCISE/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/EXERCISE/CANONICAL.txt	all_exist	tool/exercise/practice	TOOL_EXERCISE_6	05_tool_exercise_practice	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract TOOL_EXERCISE_6 and accounted for as source deepening target	PASS	no
row-069-EXERCISE_SETUP	69	EXERCISE_SETUP	spec_only_atom_type	yes	source_authority_repaired_20260718	SOURCE_OF_TRUTH/accent_banks/exercise_setup/anxiety/entries.yaml; SOURCE_OF_TRUTH/exercises_v4/intro_templates.yaml	all_exist	tool/exercise/practice	TOOL_EXERCISE_6	05_tool_exercise_practice	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	lane07 repair verdict=PARTIAL; source path attached; deepened/seeded under write scope	PASS	no
row-070-FALSE_ALARM	70	FALSE_ALARM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anxiety/false_alarm/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/false_alarm/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/false_alarm/CANONICAL.txt; atoms/healthcare_rns/overthinking/false_alarm/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/false_alarm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-071-FINANCIAL_ANXIETY_COMPARISON	71	FINANCIAL_ANXIETY_COMPARISON	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/financial_anxiety_comparison/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-072-FINANCIAL_ANXIETY_FALSE_ALARM	72	FINANCIAL_ANXIETY_FALSE_ALARM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/financial_anxiety_false_alarm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-073-FINANCIAL_ANXIETY_GRIEF	73	FINANCIAL_ANXIETY_GRIEF	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/financial_anxiety_grief/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-074-FINANCIAL_ANXIETY_WATCHER	74	FINANCIAL_ANXIETY_WATCHER	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/financial_anxiety_watcher/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-075-FINANCIAL_STRESS_COMPARISON	75	FINANCIAL_STRESS_COMPARISON	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/financial_stress_comparison/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-076-FINANCIAL_STRESS_FALSE_ALARM	76	FINANCIAL_STRESS_FALSE_ALARM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/financial_stress_false_alarm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-077-FINANCIAL_STRESS_GRIEF	77	FINANCIAL_STRESS_GRIEF	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/financial_stress_grief/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-078-FINANCIAL_STRESS_OVERWHELM	78	FINANCIAL_STRESS_OVERWHELM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/financial_stress_overwhelm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-079-FINANCIAL_STRESS_SHAME	79	FINANCIAL_STRESS_SHAME	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/financial_stress_shame/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-080-FINANCIAL_STRESS_SPIRAL	80	FINANCIAL_STRESS_SPIRAL	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/financial_stress_spiral/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-081-FINANCIAL_STRESS_WATCHER	81	FINANCIAL_STRESS_WATCHER	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/financial_stress_watcher/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-082-FR-FR	82	FR-FR	locale_code	no	source_bank_discovered_needs_render	atoms/corporate_managers/adhd_focus/PERMISSION/locales/fr-FR/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
row-083-GRIEF	83	GRIEF	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anxiety/grief/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/grief/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/grief/CANONICAL.txt; atoms/healthcare_rns/overthinking/grief/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/grief/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-084-GRIEF_COMPARISON	84	GRIEF_COMPARISON	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/grief_comparison/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-085-GRIEF_FALSE_ALARM	85	GRIEF_FALSE_ALARM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/grief_false_alarm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-086-GRIEF_OVERWHELM	86	GRIEF_OVERWHELM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/grief_overwhelm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-087-GRIEF_SHAME	87	GRIEF_SHAME	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/grief_shame/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-088-GRIEF_SPIRAL	88	GRIEF_SPIRAL	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/grief_spiral/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-089-HOOK	89	HOOK	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anxiety/HOOK/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/HOOK/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/HOOK/CANONICAL.txt; atoms/healthcare_rns/overthinking/HOOK/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/HOOK/CANONICAL.txt	all_exist	orientation/framing	ORIENTATION_FRAME_3	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	PRESERVED_SHORT	hook/opening frame preserved short unless it carries new chapter contract	PASS	no
row-090-HOOK_STORY	90	HOOK_STORY	spec_only_atom_type	yes	source_authority_repaired_20260718	SOURCE_OF_TRUTH/accent_banks/hook_story/anxiety/entries.yaml; atoms/gen_z_professionals/anxiety/STORY/CANONICAL.txt	all_exist	protagonist story/scene	PROTAGONIST_STORY_5	04_evidence_case_external_story_parable	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	lane07 repair verdict=PARTIAL; source path attached; deepened/seeded under write scope	PASS	no
row-091-HU-HU	91	HU-HU	locale_code	no	source_bank_discovered_needs_render	atoms/corporate_managers/adhd_focus/PERMISSION/locales/hu-HU/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
