brand_id,genre,series_id,topic,title_ja,english_gloss,manga_author,written
qi_foundation_cultivation,dark_fantasy,qi_foundation_cultivation__ja_JP__dark_fantasy__series01,courage,血染めの道化師,A bloody jester's path in dark fantasy,白石 静,True
qi_foundation_cultivation,historical_period,qi_foundation_cultivation__ja_JP__historical_period__series01,burnout,炎消しの剣客,Blade of the Ashen Flame,藍沢 静,True
qi_foundation_cultivation,iyashikei,qi_foundation_cultivation__ja_JP__iyashikei__series01,somatic_healing,風林火山の静寂,Silence Amidst the Elements,月影 静,True
relational_calm_iyashikei,iyashikei,relational_calm_iyashikei__ja_JP__iyashikei__series01,social_anxiety,風鈴の日々,Calm Days with Wind Chimes,水瀬 穏,True
relational_calm_iyashikei,iyashikei,relational_calm_iyashikei__ja_JP__iyashikei__series02,boundaries,瑠璃色の沈思,Blue glass thoughtfulness,森川 楓,True
relational_calm_iyashikei,psychological_thriller,relational_calm_iyashikei__ja_JP__psychological_thriller__series01,somatic_healing,翠光の迷路,Emerald Light Maze,藍沢 蛍,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__ja_JP__romance_josei_drama__series01,social_anxiety,瑠璃色の対話,Cerulean Conversation,森川 静,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__ja_JP__romance_josei_drama__series02,boundaries,瑠璃色の秘密倶楽部,A club of hidden truths and colors,桜庭 優,True
relational_calm_iyashikei,romance_josei_drama,relational_calm_iyashikei__ja_JP__romance_josei_drama__series03,somatic_healing,琥珀の囁き,Whisper of Amber,桜庭 泉,True
relational_calm_iyashikei,supernatural_mystery,relational_calm_iyashikei__ja_JP__supernatural_mystery__series01,social_anxiety,瑠璃色の影絵,Mystery of azure shadow play,藍沢 泉,True
relational_calm_iyashikei,supernatural_mystery,relational_calm_iyashikei__ja_JP__supernatural_mystery__series02,boundaries,翠色の境界,Mysteries at the Edge,白石 楓,True
relationship_clarity_romance,iyashikei,relationship_clarity_romance__ja_JP__iyashikei__series01,social_anxiety,彩りのない風景に花を,Brightening Monochrome Scenery,海原 静,True
relationship_clarity_romance,iyashikei,relationship_clarity_romance__ja_JP__iyashikei__series02,boundaries,月光の小さな約束,A quiet romance under the moonlight,月影 穏,True
relationship_clarity_romance,psychological_thriller,relationship_clarity_romance__ja_JP__psychological_thriller__series01,self_worth,鏡の向こうの恋人,A psychological thriller about hidden truths and romance,月影 柔,True
relationship_clarity_romance,romance_josei_drama,relationship_clarity_romance__ja_JP__romance_josei_drama__series01,social_anxiety,秘密の花言葉,Romance with hidden meanings,桜庭 凪,True
relationship_clarity_romance,romance_josei_drama,relationship_clarity_romance__ja_JP__romance_josei_drama__series02,boundaries,彼女の消えない影,A romance drama about invisible boundaries,桜庭 泉,True
relationship_clarity_romance,supernatural_mystery,relationship_clarity_romance__ja_JP__supernatural_mystery__series01,self_worth,闇の囁きと永遠の誓い,Whispers of Darkness and Eternal Vows,星空 凪,True
resilient_parent_social,dark_fantasy,resilient_parent_social__ja_JP__dark_fantasy__series01,burnout,月食の誓い,Lunar Eclipse Oath,白石 泉,True
resilient_parent_social,iyashikei,resilient_parent_social__ja_JP__iyashikei__series01,self_worth,花散りの休日,Calm break amid blossoms,星空 穏,True
resilient_parent_social,iyashikei,resilient_parent_social__ja_JP__iyashikei__series02,boundaries,風鈴の囁き,Whispers of the Wind Chime,月影 和,True
resilient_parent_social,romance_josei_drama,resilient_parent_social__ja_JP__romance_josei_drama__series01,burnout,雨音の秘密,Whispers in the Rain,星空 穏,True
resilient_parent_social,romance_josei_drama,resilient_parent_social__ja_JP__romance_josei_drama__series02,self_worth,桜色の約束,Pink Sakura Promise,星空 優,True
resilient_parent_social,supernatural_mystery,resilient_parent_social__ja_JP__supernatural_mystery__series01,boundaries,闇喰いの糸,A supernatural mystery unraveling hidden truths,桜庭 癒,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__ja_JP__iyashikei__series01,sleep,月光のしずく,Droplets of Moonlight,藍沢 柔,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__ja_JP__iyashikei__series02,anxiety,風雨の後の庭,Garden After the Storm,月影 楓,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__ja_JP__iyashikei__series03,grief,花散る夜に,A night filled with fallen blossoms,雪村 柔,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__ja_JP__iyashikei__series04,social_anxiety,静寂の織り手,Weaver of Silence,藍沢 楓,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__ja_JP__psychological_horror__series01,sleep,闇の耳鳴り,Whispers in the Dark Silence,雪村 凪,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__ja_JP__psychological_horror__series02,anxiety,影響,Whispers of shadow psychological horror,風花 静,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__ja_JP__psychological_horror__series03,grief,零時の囁き,Whispers at Midnight,雪村 泉,True
sleep_restoration_iyashikei,romance_josei_drama,sleep_restoration_iyashikei__ja_JP__romance_josei_drama__series01,social_anxiety,夜明け前のささやき,Whisper Before Dawn,藍沢 柔,True
sleep_restoration_iyashikei,supernatural_mystery,sleep_restoration_iyashikei__ja_JP__supernatural_mystery__series01,sleep,夢見月光,Mysteries unravel under the dreamlit moon,雪村 優,True
sleep_restoration_iyashikei,supernatural_mystery,sleep_restoration_iyashikei__ja_JP__supernatural_mystery__series02,anxiety,月影の迷宮,Labyrinth of Moonlit Shadows,月影 和,True
solar_return_isekai,action_battle,solar_return_isekai__ja_JP__action_battle__series01,self_worth,烈火の反転者,Incandescent Reversal Warrior,雪村 泉,True
solar_return_isekai,dark_fantasy,solar_return_isekai__ja_JP__dark_fantasy__series01,imposter_syndrome,影竜の悪戯,Trickster Dark Dragon,水瀬 泉,True
solar_return_isekai,isekai,solar_return_isekai__ja_JP__isekai__series01,courage,炎剣士の覚醒,Awakening of the Flame Swordsmanship,桜庭 癒,True
solar_return_isekai,isekai,solar_return_isekai__ja_JP__isekai__series02,self_worth,星塵の闇竜使い,Dark Dragon Master of Cosmic Dust,雪村 癒,True
somatic_wisdom_shojo,dark_fantasy,somatic_wisdom_shojo__ja_JP__dark_fantasy__series01,somatic_healing,深淵の血華,Blood Flowers of the Abyss,月影 楓,True
somatic_wisdom_shojo,dark_fantasy,somatic_wisdom_shojo__ja_JP__dark_fantasy__series02,self_worth,月影の呪縁,Cursed Bond Under the Moonlight,風花 楓,True
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__ja_JP__iyashikei__series01,social_anxiety,風鈴の囁き,Whispers of the Wind Chime,桜庭 楓,True
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__ja_JP__iyashikei__series02,grief,零时のひつじ,The Sheep at Midnight,海原 蛍,True
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__ja_JP__iyashikei__series03,somatic_healing,静寂のしずく,Drops of Silence,海原 楓,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__ja_JP__romance_josei_drama__series01,self_worth,花葬の誓い,Promise of Flower Funeral,水瀬 柔,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__ja_JP__romance_josei_drama__series02,social_anxiety,心震える夜想曲,Trembling Heart Nocturne,森川 楓,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__ja_JP__romance_josei_drama__series03,grief,雪化粧の約束,Promise under the Winter Snow,星空 静,True
somatic_wisdom_shojo,supernatural_mystery,somatic_wisdom_shojo__ja_JP__supernatural_mystery__series01,somatic_healing,闇喰う蕾,Eating Darkness Bud,星空 優,True
somatic_wisdom_shojo,supernatural_mystery,somatic_wisdom_shojo__ja_JP__supernatural_mystery__series02,self_worth,闇喰う鏡花,Mirrors in the dark that consume and reflect,月影 癒,True
spiritual_ground_supernatural,dark_fantasy,spiritual_ground_supernatural__ja_JP__dark_fantasy__series01,grief,月影の呪縛,Cursed by the moonlight,月影 癒,True
spiritual_ground_supernatural,dark_fantasy,spiritual_ground_supernatural__ja_JP__dark_fantasy__series02,self_worth,紅莲の運命占い師,Crimson Fate Diviner,森川 蛍,True
spiritual_ground_supernatural,historical_period,spiritual_ground_supernatural__ja_JP__historical_period__series01,courage,桜舞う闇乱れ,Cherry Blossoms in Dark Chaos,海原 泉,True
spiritual_ground_supernatural,iyashikei,spiritual_ground_supernatural__ja_JP__iyashikei__series01,grief,雪静か夜の囁き,Whispering Night in Silent Snow,月影 癒,True
spiritual_ground_supernatural,supernatural_mystery,spiritual_ground_supernatural__ja_JP__supernatural_mystery__series01,self_worth,幻境探訪記,Mystery journey through illusory worlds,藍沢 蛍,True
spiritual_ground_supernatural,supernatural_mystery,spiritual_ground_supernatural__ja_JP__supernatural_mystery__series02,courage,闇喰いの灯,Light devouring darkness,海原 蛍,True
stabilizer_healing,dark_fantasy,stabilizer_healing__ja_JP__dark_fantasy__series01,burnout,影の占い師,Dark fantasy about a fortune-teller guiding others through curses and fate.,月影 優,True
stabilizer_healing,iyashikei,stabilizer_healing__ja_JP__iyashikei__series01,overthinking,風鈴の記憶,Calming Memories of Wind Chimes,月影 柔,True
stabilizer_healing,iyashikei,stabilizer_healing__ja_JP__iyashikei__series02,financial_anxiety,影桜の囁き,Whisper of Shadow Cherry Blossoms,海原 楓,True
stabilizer_healing,iyashikei,stabilizer_healing__ja_JP__iyashikei__series03,burnout,月光の休憩処,Lunar resting place,森川 癒,True
stabilizer_healing,sci_fi_cyberpunk,stabilizer_healing__ja_JP__sci_fi_cyberpunk__series01,overthinking,電子脑の迷宫,Maze of the Digital Brain,藍沢 蛍,True
stabilizer_healing,sci_fi_cyberpunk,stabilizer_healing__ja_JP__sci_fi_cyberpunk__series02,financial_anxiety,電子貨幣の影,Shadow of Digital Currency,海原 凪,True
stabilizer_healing,workplace_drama,stabilizer_healing__ja_JP__workplace_drama__series01,burnout,虚ろな残暑,"A story set in the lingering heat of summer, where emptiness prevails.",月影 静,True
stabilizer_healing,workplace_drama,stabilizer_healing__ja_JP__workplace_drama__series02,overthinking,虚無退治日記,A workplace drama about combating emptiness,藍沢 泉,True
stillness_press,dark_fantasy,stillness_press__ja_JP__dark_fantasy__series01,anxiety,月影の継承者,Heir of the Moonshadow,桜庭 凪,True
stillness_press,dark_fantasy,stillness_press__ja_JP__dark_fantasy__series02,somatic_healing,闇喰いの舞姫,Dancing Lady of Dark Devouring,星空 優,True
stillness_press,dark_fantasy,stillness_press__ja_JP__dark_fantasy__series03,sleep,夢詛女神,Dream curse goddess,森川 優,True
stillness_press,dark_fantasy,stillness_press__ja_JP__dark_fantasy__series04,grief,夜光の呪縁,Cursed fate intertwined under moonlight,白石 和,True
stillness_press,isekai,stillness_press__ja_JP__isekai__series01,trauma_recovery,花散る夜の秘密,Mysteries Bloom in the Night,雪村 柔,True
stillness_press,isekai,stillness_press__ja_JP__isekai__series02,anxiety,月代わりの迷宮,Labyrinth of Alternating Moons,藍沢 泉,True
stillness_press,iyashikei,stillness_press__ja_JP__iyashikei__series01,somatic_healing,霞み散る心触れ,Whispering Hearts in the Haze,水瀬 楓,True
stillness_press,iyashikei,stillness_press__ja_JP__iyashikei__series02,sleep,静寂の繋がり,Whispering Bonds in Stillness,風花 楓,True
stillness_press,iyashikei,stillness_press__ja_JP__iyashikei__series03,grief,緑深い忘却の庭,"Garden of Deep Green, a Place of Forgotten Memories",白石 和,True
stillness_press,iyashikei,stillness_press__ja_JP__iyashikei__series04,trauma_recovery,春雨の囁き,Whisper of Spring Rain,藍沢 和,True
stillness_press,iyashikei,stillness_press__ja_JP__iyashikei__series05,anxiety,琥珀色のひそやかな時,AQuietTimeInCarmel,星空 柔,True
stillness_press,psychological_horror,stillness_press__ja_JP__psychological_horror__series01,somatic_healing,鏡花水月,Mysteries reflected in tranquil surfaces,星空 凪,True
stillness_press,psychological_horror,stillness_press__ja_JP__psychological_horror__series02,sleep,夢の狭間の歌,Song in the Narrow Space Between Dreams,風花 柔,True
stillness_press,psychological_horror,stillness_press__ja_JP__psychological_horror__series03,grief,零れ落ちる星の絃,Strings of Stars Falling,白石 柔,True
stillness_press,supernatural_mystery,stillness_press__ja_JP__supernatural_mystery__series01,trauma_recovery,暗闇を紡ぐ女,A woman weaves through darkness,星空 楓,True
stillness_press,supernatural_mystery,stillness_press__ja_JP__supernatural_mystery__series02,anxiety,幻夜の廻廊,Mystical mystery in nocturnal corridors,風花 穏,True
stoic_edge_battle,action_battle,stoic_edge_battle__ja_JP__action_battle__series01,courage,影武者の刃,Shadow Warrior's Blade,森川 静,True
stoic_edge_battle,action_battle,stoic_edge_battle__ja_JP__action_battle__series02,grief,闘影烈伝,Battle shadow legacy,星空 和,True
stoic_edge_battle,dark_fantasy,stoic_edge_battle__ja_JP__dark_fantasy__series01,self_worth,黒錆の双剣,dark twin swords,藍沢 蛍,True
stoic_edge_battle,historical_period,stoic_edge_battle__ja_JP__historical_period__series01,shame,幽燕の血煙,Mystery and combat in old China,水瀬 和,True
stoic_edge_battle,historical_period,stoic_edge_battle__ja_JP__historical_period__series02,courage,炎竈の戦士,A warrior finding courage in the flames,月影 凪,True
stoic_edge_battle,sports_competition,stoic_edge_battle__ja_JP__sports_competition__series01,grief,闘う絶望の贄,A sports competition drama about overcoming loss,藍沢 癒,True
trauma_path_healing,dark_fantasy,trauma_path_healing__ja_JP__dark_fantasy__series01,grief,月食の呪縛姫,Cursed princess bound by lunar eclipse,藍沢 蛍,True
trauma_path_healing,dark_fantasy,trauma_path_healing__ja_JP__dark_fantasy__series02,trauma_recovery,紅蓮の遺産,Crimson遗产,雪村 癒,True
trauma_path_healing,historical_period,trauma_path_healing__ja_JP__historical_period__series01,somatic_healing,翠玉楼の秘密,Mystery of Juyu Tower,海原 楓,True
trauma_path_healing,iyashikei,trauma_path_healing__ja_JP__iyashikei__series01,shame,桜舞う日々のささやき,Whispering Days Amidst Falling Cherry Blossoms,月影 泉,True
trauma_path_healing,psychological_horror,trauma_path_healing__ja_JP__psychological_horror__series01,grief,闇を紡ぐ織姫,Weaver of darkness,雪村 泉,True
trauma_path_healing,psychological_horror,trauma_path_healing__ja_JP__psychological_horror__series02,trauma_recovery,漆黒のกระจMEMORY,Dark memories unfolding like a psychological horror,月影 静,True
warrior_calm_cultivation,action_battle,warrior_calm_cultivation__ja_JP__action_battle__series01,burnout,烈火の鎮魂士,Soul Calmer in Blazing Battle,桜庭 泉,True
warrior_calm_cultivation,action_battle,warrior_calm_cultivation__ja_JP__action_battle__series02,courage,猛炎剣士傳,Mighty Flame Swordsmanship Saga,森川 蛍,True
warrior_calm_cultivation,dark_fantasy,warrior_calm_cultivation__ja_JP__dark_fantasy__series01,somatic_healing,闇呪竜断罪,Dark curse dragon condemner,桜庭 泉,True
warrior_calm_cultivation,dark_fantasy,warrior_calm_cultivation__ja_JP__dark_fantasy__series02,burnout,影焔の逆襲,Revenge of the Shadow Flame,風花 癒,True
warrior_calm_cultivation,historical_period,warrior_calm_cultivation__ja_JP__historical_period__series01,courage,猛虎の囁き,Whisper of the Fierce Tiger,藍沢 柔,True
warrior_calm_cultivation,iyashikei,warrior_calm_cultivation__ja_JP__iyashikei__series01,somatic_healing,静寂の剣客,Martial artist of Silence,森川 凪,True
