brand_id,genre,series_id,topic,title_zh_TW,manga_author,topic_prefilled,author_prefilled,written
resilient_parent_social,dark_fantasy,resilient_parent_social__zh_TW__dark_fantasy__series01,burnout,燃盡魔力的守護者,赵静然,False,False,True
resilient_parent_social,iyashikei,resilient_parent_social__zh_TW__iyashikei__series01,self_worth,深夜廚房的一盞燈,吴和棉,False,False,True
resilient_parent_social,iyashikei,resilient_parent_social__zh_TW__iyashikei__series02,boundaries,學會說不的媽媽,赵暖荷,False,False,True
resilient_parent_social,romance_josei_drama,resilient_parent_social__zh_TW__romance_josei_drama__series01,burnout,蠟燭燒到兩頭的她,林月溪,False,False,True
resilient_parent_social,romance_josei_drama,resilient_parent_social__zh_TW__romance_josei_drama__series02,self_worth,我也曾經是我自己,周暖兮,False,False,True
resilient_parent_social,supernatural_mystery,resilient_parent_social__zh_TW__supernatural_mystery__series01,boundaries,替家人擋下的那道門,许柔荷,False,False,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__zh_TW__iyashikei__series01,sleep,凌晨亮燈的安眠堂,张雪心,False,False,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__zh_TW__iyashikei__series02,anxiety,睡不著的深夜食堂,何月溪,False,False,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__zh_TW__iyashikei__series03,grief,替逝者守夜的人,张雪溪,False,False,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__zh_TW__iyashikei__series04,social_anxiety,怕生房客的旅店,林风然,False,False,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__zh_TW__psychological_horror__series01,sleep,枕頭底下的低語,林雪荷,False,False,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__zh_TW__psychological_horror__series02,anxiety,天花板上的腳步聲,周月荷,False,False,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__zh_TW__psychological_horror__series03,grief,舊房間的空床位,周月溪,False,False,True
sleep_restoration_iyashikei,romance_josei_drama,sleep_restoration_iyashikei__zh_TW__romance_josei_drama__series01,social_anxiety,派對外的那盞燈,何安雾,False,False,True
sleep_restoration_iyashikei,supernatural_mystery,sleep_restoration_iyashikei__zh_TW__supernatural_mystery__series01,sleep,夜半開張的眠夢屋,张露兮,False,False,True
sleep_restoration_iyashikei,supernatural_mystery,sleep_restoration_iyashikei__zh_TW__supernatural_mystery__series02,anxiety,深夜來訪的客人,陈暖溪,False,False,True
solar_return_isekai,action_battle,solar_return_isekai__zh_TW__action_battle__series01,self_worth,被低估的最後王牌,黄暖泉,False,False,True
solar_return_isekai,dark_fantasy,solar_return_isekai__zh_TW__dark_fantasy__series01,imposter_syndrome,假冒勇者的旅程,赵宁荷,False,False,True
solar_return_isekai,isekai,solar_return_isekai__zh_TW__isekai__series01,courage,敢踏進魔王城的人,吴数元,False,False,True
solar_return_isekai,isekai,solar_return_isekai__zh_TW__isekai__series02,self_worth,轉生成不被看好的廢柴,陈梦符,False,False,True
solar_return_isekai,mecha,solar_return_isekai__zh_TW__mecha__series01,self_worth,啟動吧，無人看好的機體,周安然,True,True,True
somatic_wisdom_shojo,dark_fantasy,somatic_wisdom_shojo__zh_TW__dark_fantasy__series01,somatic_healing,聽見血脈低語的少女,许露泉,False,False,True
somatic_wisdom_shojo,dark_fantasy,somatic_wisdom_shojo__zh_TW__dark_fantasy__series02,self_worth,不被加冕的女祭司,沈柔泉,False,False,True
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__zh_TW__iyashikei__series01,social_anxiety,怕生少女的茶點鋪,周风心,False,False,True
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__zh_TW__iyashikei__series02,grief,替遺物寫信的店,吴月心,False,False,True
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__zh_TW__iyashikei__series03,somatic_healing,身體比心更早知道,何露棉,False,False,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__zh_TW__romance_josei_drama__series01,self_worth,我也值得被珍惜,赵和泉,False,False,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__zh_TW__romance_josei_drama__series02,social_anxiety,人群裡縮起的肩,吴和兮,False,False,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__zh_TW__romance_josei_drama__series03,grief,未說再見的那封信,周安泉,False,False,True
somatic_wisdom_shojo,supernatural_mystery,somatic_wisdom_shojo__zh_TW__supernatural_mystery__series01,somatic_healing,皮膚記得的咒語,赵安溪,False,False,True
somatic_wisdom_shojo,supernatural_mystery,somatic_wisdom_shojo__zh_TW__supernatural_mystery__series02,self_worth,倒影裡的本來面目,沈暖雾,False,False,True
spiritual_ground_supernatural,dark_fantasy,spiritual_ground_supernatural__zh_TW__dark_fantasy__series01,grief,替亡魂寫經的少女,王静泉,False,False,True
spiritual_ground_supernatural,dark_fantasy,spiritual_ground_supernatural__zh_TW__dark_fantasy__series02,self_worth,不被神明選中的巫,王静然,False,False,True
spiritual_ground_supernatural,historical_period,spiritual_ground_supernatural__zh_TW__historical_period__series01,courage,敢入幽冥的引路人,沈露荷,False,False,True
spiritual_ground_supernatural,iyashikei,spiritual_ground_supernatural__zh_TW__iyashikei__series01,grief,山寺旁的招魂鋪,许静棉,False,False,True
spiritual_ground_supernatural,supernatural_mystery,spiritual_ground_supernatural__zh_TW__supernatural_mystery__series01,self_worth,鏡中那個真正的我,李和荷,False,False,True
spiritual_ground_supernatural,supernatural_mystery,spiritual_ground_supernatural__zh_TW__supernatural_mystery__series02,courage,敢推開那扇門的人,王宁棉,False,False,True
stabilizer_healing,dark_fantasy,stabilizer_healing__zh_TW__dark_fantasy__series01,burnout,燃盡守護之火的人,吴雪泉,False,False,True
stabilizer_healing,iyashikei,stabilizer_healing__zh_TW__iyashikei__series01,overthinking,想太多的修錶師,沈柔溪,False,False,True
stabilizer_healing,iyashikei,stabilizer_healing__zh_TW__iyashikei__series02,financial_anxiety,存摺見底的小食堂,许安雾,False,False,True
stabilizer_healing,iyashikei,stabilizer_healing__zh_TW__iyashikei__series03,burnout,燒乾力氣的午後,吴宁兮,False,False,True
stabilizer_healing,sci_fi_cyberpunk,stabilizer_healing__zh_TW__sci_fi_cyberpunk__series01,overthinking,運算不停的城市,沈宁雾,False,False,True
stabilizer_healing,sci_fi_cyberpunk,stabilizer_healing__zh_TW__sci_fi_cyberpunk__series02,financial_anxiety,餘額歸零的街區,何月棉,False,False,True
stabilizer_healing,workplace_drama,stabilizer_healing__zh_TW__workplace_drama__series01,burnout,燒到極限的值班夜,李和溪,False,False,True
stabilizer_healing,workplace_drama,stabilizer_healing__zh_TW__workplace_drama__series02,overthinking,想得太多的接班人,林风棉,False,False,True
stillness_press,dark_fantasy,stillness_press__zh_TW__dark_fantasy__series01,anxiety,心湖不肯平靜的國度,张柔溪,False,False,True
stillness_press,dark_fantasy,stillness_press__zh_TW__dark_fantasy__series02,somatic_healing,聽見身體哭聲的女巫,许雪雾,False,False,True
stillness_press,dark_fantasy,stillness_press__zh_TW__dark_fantasy__series03,sleep,永夜不眠的王國,李柔然,False,False,True
stillness_press,dark_fantasy,stillness_press__zh_TW__dark_fantasy__series04,grief,替亡者守靈的少女,许柔泉,False,False,True
stillness_press,isekai,stillness_press__zh_TW__isekai__series01,trauma_recovery,轉生後傷痕仍在,周穿阵,False,False,True
stillness_press,isekai,stillness_press__zh_TW__isekai__series02,anxiety,心慌轉生記,陈数核,False,False,True
stillness_press,iyashikei,stillness_press__zh_TW__iyashikei__series01,somatic_healing,身體先說了實話,赵静兮,False,False,True
stillness_press,iyashikei,stillness_press__zh_TW__iyashikei__series02,sleep,睡不著的茶寮,周雪雾,False,False,True
stillness_press,iyashikei,stillness_press__zh_TW__iyashikei__series03,grief,替逝者煮一碗粥,张雪然,False,False,True
stillness_press,iyashikei,stillness_press__zh_TW__iyashikei__series04,trauma_recovery,縫補裂痕的繡坊,张月雾,False,False,True
stillness_press,iyashikei,stillness_press__zh_TW__iyashikei__series05,anxiety,心跳太快的小書店,周雪然,False,False,True
stillness_press,psychological_horror,stillness_press__zh_TW__psychological_horror__series01,somatic_healing,皮膚下的雜音,张暖兮,False,False,True
stillness_press,psychological_horror,stillness_press__zh_TW__psychological_horror__series02,sleep,枕邊不肯離去的影,陈雪荷,False,False,True
stillness_press,psychological_horror,stillness_press__zh_TW__psychological_horror__series03,grief,葬禮後的空房間,李和雾,False,False,True
stillness_press,supernatural_mystery,stillness_press__zh_TW__supernatural_mystery__series01,trauma_recovery,舊傷未癒的招魂屋,李露心,False,False,True
stillness_press,supernatural_mystery,stillness_press__zh_TW__supernatural_mystery__series02,anxiety,心慌夜半的占卜店,张安溪,False,False,True
stoic_edge_battle,action_battle,stoic_edge_battle__zh_TW__action_battle__series01,courage,敢獨自上場的劍客,吴和兮,False,False,True
stoic_edge_battle,action_battle,stoic_edge_battle__zh_TW__action_battle__series02,grief,替戰友續命的最後一刀,何宁溪,False,False,True
stoic_edge_battle,dark_fantasy,stoic_edge_battle__zh_TW__dark_fantasy__series01,self_worth,不被認可的鐵衛,沈雪兮,False,False,True
stoic_edge_battle,historical_period,stoic_edge_battle__zh_TW__historical_period__series01,shame,背負罪名的浪人,沈安棉,False,False,True
stoic_edge_battle,historical_period,stoic_edge_battle__zh_TW__historical_period__series02,courage,敢拔刀的最後武士,何宁兮,False,False,True
stoic_edge_battle,sports_competition,stoic_edge_battle__zh_TW__sports_competition__series01,grief,替逝去隊長而戰,何月兮,False,False,True
trauma_path_healing,dark_fantasy,trauma_path_healing__zh_TW__dark_fantasy__series01,grief,替亡魂縫合傷口的人,王露荷,False,False,True
trauma_path_healing,dark_fantasy,trauma_path_healing__zh_TW__dark_fantasy__series02,trauma_recovery,舊傷化成的詛咒,李雪雾,False,False,True
trauma_path_healing,historical_period,trauma_path_healing__zh_TW__historical_period__series01,somatic_healing,身體記得的舊事,李柔兮,False,False,True
trauma_path_healing,iyashikei,trauma_path_healing__zh_TW__iyashikei__series01,shame,不敢說出口的小店,王露心,False,False,True
trauma_path_healing,psychological_horror,trauma_path_healing__zh_TW__psychological_horror__series01,grief,葬禮上多出的座位,吴柔雾,False,False,True
trauma_path_healing,psychological_horror,trauma_path_healing__zh_TW__psychological_horror__series02,trauma_recovery,舊傷甦醒的閣樓,李雪泉,False,False,True
warrior_calm_cultivation,action_battle,warrior_calm_cultivation__zh_TW__action_battle__series01,burnout,燃盡內力的少年,沈安心,False,False,True
warrior_calm_cultivation,action_battle,warrior_calm_cultivation__zh_TW__action_battle__series02,courage,敢闖龍門的拳手,陈柔兮,False,False,True
warrior_calm_cultivation,dark_fantasy,warrior_calm_cultivation__zh_TW__dark_fantasy__series01,somatic_healing,聽見筋骨低語的武者,赵和泉,False,False,True
warrior_calm_cultivation,dark_fantasy,warrior_calm_cultivation__zh_TW__dark_fantasy__series02,burnout,燒乾真氣的守山人,沈宁荷,False,False,True
warrior_calm_cultivation,historical_period,warrior_calm_cultivation__zh_TW__historical_period__series01,courage,敢提刀的山中少年,何安心,False,False,True
warrior_calm_cultivation,iyashikei,warrior_calm_cultivation__zh_TW__iyashikei__series01,somatic_healing,後山的吐納小院,何雪心,False,False,True
warrior_calm_cultivation,mecha,warrior_calm_cultivation__zh_TW__mecha__series01,burnout,鋼鐵肉身，靜如止水,许露溪,True,True,True
