brand_id,genre,series_id,topic,topic_was_tbd,title,manga_author,author_was_tbd
resilient_parent_social,romance_josei_drama,resilient_parent_social__en_US__romance_josei_drama__series02,self_worth,True,More Than Someone's Mother,Lumi Dewpath,True
resilient_parent_social,supernatural_mystery,resilient_parent_social__en_US__supernatural_mystery__series01,boundaries,True,The House That Asks Too Much,Cove Tidecalm,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__en_US__iyashikei__series01,sleep,True,The Quietest Hour,Brook Stillwater,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__en_US__iyashikei__series02,anxiety,True,The Night Light Cafe,Sage Dawnmoss,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__en_US__iyashikei__series03,grief,True,Where the Stars Keep Vigil,Petal Softwind,True
sleep_restoration_iyashikei,iyashikei,sleep_restoration_iyashikei__en_US__iyashikei__series04,social_anxiety,True,The Bench by the Late Train,Fern Tidecalm,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__en_US__psychological_horror__series01,sleep,True,The Thing Beneath the Quilt,Cove Dewpath,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__en_US__psychological_horror__series02,anxiety,True,Eyes Open at Midnight,Dove Stillwater,True
sleep_restoration_iyashikei,psychological_horror,sleep_restoration_iyashikei__en_US__psychological_horror__series03,grief,True,The Mourning Lamp,Lumi Restshore,True
sleep_restoration_iyashikei,romance_josei_drama,sleep_restoration_iyashikei__en_US__romance_josei_drama__series01,social_anxiety,True,"Goodnight, Stranger",Dove Dawnmoss,True
sleep_restoration_iyashikei,supernatural_mystery,sleep_restoration_iyashikei__en_US__supernatural_mystery__series01,sleep,True,The Keeper of Drowsy Things,Dove Dewpath,True
sleep_restoration_iyashikei,supernatural_mystery,sleep_restoration_iyashikei__en_US__supernatural_mystery__series02,anxiety,True,The Lamplighter's Last Round,Sage Dawnmoss,True
solar_return_isekai,action_battle,solar_return_isekai__en_US__action_battle__series01,self_worth,True,Sunforged,Cove Softwind,True
solar_return_isekai,dark_fantasy,solar_return_isekai__en_US__dark_fantasy__series01,imposter_syndrome,True,The Hero They Mistook Me For,Sage Tidecalm,True
solar_return_isekai,isekai,solar_return_isekai__en_US__isekai__series01,courage,True,Reborn Beneath Two Suns,Echo Dimensia,True
solar_return_isekai,isekai,solar_return_isekai__en_US__isekai__series02,self_worth,True,The World That Chose Me,Nova Realmshift,True
solar_return_isekai,mecha,solar_return_isekai__en_US__mecha__series01,self_worth,False,Solaris Vanguard,Mira Moongarden,False
somatic_wisdom_shojo,dark_fantasy,somatic_wisdom_shojo__en_US__dark_fantasy__series01,somatic_healing,True,The Forest That Remembers Touch,Hana Hearthlight,True
somatic_wisdom_shojo,dark_fantasy,somatic_wisdom_shojo__en_US__dark_fantasy__series02,self_worth,True,The Witch Who Forgot Her Worth,Dove Moongarden,True
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__en_US__iyashikei__series01,social_anxiety,True,The Soft-Spoken Florist,Cove Restshore,True
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__en_US__iyashikei__series02,grief,True,The Bench We Always Shared,Sage Tidecalm,True
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__en_US__iyashikei__series03,somatic_healing,True,Where the Body Learns to Bloom,Wren Dewpath,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__en_US__romance_josei_drama__series01,self_worth,True,Worthy of Warm Hands,Lumi Dewpath,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__en_US__romance_josei_drama__series02,social_anxiety,True,The Shyest Heart in the Room,Brook Moongarden,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__en_US__romance_josei_drama__series03,grief,True,The Spring We Lost,Cove Dewpath,True
somatic_wisdom_shojo,supernatural_mystery,somatic_wisdom_shojo__en_US__supernatural_mystery__series01,somatic_healing,True,The Skin-Deep Spell,Dove Hearthlight,True
somatic_wisdom_shojo,supernatural_mystery,somatic_wisdom_shojo__en_US__supernatural_mystery__series02,self_worth,True,The Girl the Mirror Forgot,Lumi Dawnmoss,True
spiritual_ground_supernatural,dark_fantasy,spiritual_ground_supernatural__en_US__dark_fantasy__series01,grief,True,The Cathedral of Quiet Sorrow,Petal Softwind,True
spiritual_ground_supernatural,dark_fantasy,spiritual_ground_supernatural__en_US__dark_fantasy__series02,self_worth,True,The Saint Who Doubted Herself,Wren Softwind,True
spiritual_ground_supernatural,historical_period,spiritual_ground_supernatural__en_US__historical_period__series01,courage,True,The Pilgrim Who Feared the Dark,Lumi Moongarden,True
spiritual_ground_supernatural,iyashikei,spiritual_ground_supernatural__en_US__iyashikei__series01,grief,True,The Shrine by the Still Pond,Mira Softwind,True
spiritual_ground_supernatural,supernatural_mystery,spiritual_ground_supernatural__en_US__supernatural_mystery__series01,self_worth,True,The Ghost Who Knew Her Worth,Mira Hearthlight,True
spiritual_ground_supernatural,supernatural_mystery,spiritual_ground_supernatural__en_US__supernatural_mystery__series02,courage,True,The Candle in the Haunted Wing,Brook Restshore,True
stabilizer_healing,dark_fantasy,stabilizer_healing__en_US__dark_fantasy__series01,burnout,True,The Knight Who Could Not Stop,Brook Dewpath,True
stabilizer_healing,iyashikei,stabilizer_healing__en_US__iyashikei__series01,overthinking,True,The Anchor Shop,Mira Dawnmoss,True
stabilizer_healing,iyashikei,stabilizer_healing__en_US__iyashikei__series02,financial_anxiety,True,The Tab We Never Settle,Mira Moongarden,True
stabilizer_healing,iyashikei,stabilizer_healing__en_US__iyashikei__series03,burnout,True,The Stillness After the Storm,Brook Dewpath,True
stabilizer_healing,sci_fi_cyberpunk,stabilizer_healing__en_US__sci_fi_cyberpunk__series01,overthinking,True,Thread Overload,Hana Dewpath,True
stabilizer_healing,sci_fi_cyberpunk,stabilizer_healing__en_US__sci_fi_cyberpunk__series02,financial_anxiety,True,Insufficient Funds,Hana Moongarden,True
stabilizer_healing,workplace_drama,stabilizer_healing__en_US__workplace_drama__series01,burnout,True,The Last to Leave the Office,Brook Dewpath,True
stabilizer_healing,workplace_drama,stabilizer_healing__en_US__workplace_drama__series02,overthinking,True,The Mind That Won't Clock Out,Mira Moongarden,True
stillness_press,dark_fantasy,stillness_press__en_US__dark_fantasy__series01,anxiety,True,The Kingdom Holding Its Breath,Mira Stillwater,True
stillness_press,dark_fantasy,stillness_press__en_US__dark_fantasy__series02,somatic_healing,True,The Forest Beneath the Skin,Sage Tidecalm,True
stillness_press,dark_fantasy,stillness_press__en_US__dark_fantasy__series03,sleep,True,The Tower That Never Slept,Mira Tidecalm,True
stillness_press,dark_fantasy,stillness_press__en_US__dark_fantasy__series04,grief,True,The Realm of Empty Chairs,Fern Softwind,True
stillness_press,isekai,stillness_press__en_US__isekai__series01,trauma_recovery,True,Carried Across the Veil,Drift Realmshift,True
stillness_press,isekai,stillness_press__en_US__isekai__series02,anxiety,True,The World Beyond the Tremor,Prism Codex,True
stillness_press,iyashikei,stillness_press__en_US__iyashikei__series02,somatic_healing,True,The Warmth of Small Rooms,Dove Softwind,True
stillness_press,iyashikei,stillness_press__en_US__iyashikei__series03,sleep,True,The Last Train Stays Late,Cove Softwind,True
stillness_press,iyashikei,stillness_press__en_US__iyashikei__series04,grief,True,The Tea Goes Cold Slowly,Mira Dawnmoss,True
stillness_press,iyashikei,stillness_press__en_US__iyashikei__series05,trauma_recovery,True,The Long Way Back to Calm,Fern Restshore,True
stillness_press,psychological_horror,stillness_press__en_US__psychological_horror__series01,somatic_healing,True,Something Under the Ribs,Cove Dewpath,True
stillness_press,psychological_horror,stillness_press__en_US__psychological_horror__series02,sleep,True,The Hours That Won't Close Their Eyes,Sage Softwind,True
stillness_press,psychological_horror,stillness_press__en_US__psychological_horror__series03,grief,True,The Empty Side of the Bed,Brook Softwind,True
stillness_press,supernatural_mystery,stillness_press__en_US__supernatural_mystery__series01,trauma_recovery,True,The House Remembers the Wound,Wren Softwind,True
stillness_press,supernatural_mystery,stillness_press__en_US__supernatural_mystery__series02,anxiety,True,The Trembling Hour,Wren Moongarden,True
stoic_edge_battle,action_battle,stoic_edge_battle__en_US__action_battle__series01,courage,True,The Unflinching Blade,Wren Dewpath,True
stoic_edge_battle,action_battle,stoic_edge_battle__en_US__action_battle__series02,grief,True,The Warrior Who Carried the Dead,Fern Restshore,True
stoic_edge_battle,dark_fantasy,stoic_edge_battle__en_US__dark_fantasy__series01,self_worth,True,The Knight of Hollow Worth,Petal Dewpath,True
stoic_edge_battle,historical_period,stoic_edge_battle__en_US__historical_period__series01,shame,True,The General's Buried Shame,Mira Dewpath,True
stoic_edge_battle,historical_period,stoic_edge_battle__en_US__historical_period__series02,courage,True,The Last Stand at Iron Pass,Cove Restshore,True
stoic_edge_battle,sports_competition,stoic_edge_battle__en_US__sports_competition__series01,grief,True,The Fighter Who Lost His Brother,Lumi Tidecalm,True
trauma_path_healing,dark_fantasy,trauma_path_healing__en_US__dark_fantasy__series01,grief,True,The Land Where Grief Takes Root,Lumi Restshore,True
trauma_path_healing,dark_fantasy,trauma_path_healing__en_US__dark_fantasy__series02,trauma_recovery,True,The Scar That Became a Door,Cove Hearthlight,True
trauma_path_healing,historical_period,trauma_path_healing__en_US__historical_period__series01,somatic_healing,True,The Healer of the War Road,Lumi Dewpath,True
trauma_path_healing,iyashikei,trauma_path_healing__en_US__iyashikei__series01,shame,True,The Hush After the Storm,Cove Dawnmoss,True
trauma_path_healing,psychological_horror,trauma_path_healing__en_US__psychological_horror__series01,grief,True,The Grief That Walks the Halls,Petal Restshore,True
trauma_path_healing,psychological_horror,trauma_path_healing__en_US__psychological_horror__series02,trauma_recovery,True,What the Wound Remembers,Mira Stillwater,True
warrior_calm_cultivation,action_battle,warrior_calm_cultivation__en_US__action_battle__series01,burnout,True,The Blade That Learned to Rest,Mira Dewpath,True
warrior_calm_cultivation,action_battle,warrior_calm_cultivation__en_US__action_battle__series02,courage,True,Stand Until the Storm Breaks,Mira Dawnmoss,True
warrior_calm_cultivation,dark_fantasy,warrior_calm_cultivation__en_US__dark_fantasy__series01,somatic_healing,True,The Body of the Mountain Sage,Cove Dewpath,True
warrior_calm_cultivation,dark_fantasy,warrior_calm_cultivation__en_US__dark_fantasy__series02,burnout,True,The Warlord Who Could Not Sleep,Lumi Stillwater,True
warrior_calm_cultivation,historical_period,warrior_calm_cultivation__en_US__historical_period__series01,courage,True,The Swordsman of the Quiet Valley,Dove Hearthlight,True
warrior_calm_cultivation,iyashikei,warrior_calm_cultivation__en_US__iyashikei__series01,somatic_healing,True,The Dojo by the Slow Stream,Dove Stillwater,True
warrior_calm_cultivation,mecha,warrior_calm_cultivation__en_US__mecha__series01,burnout,False,Stillpoint Zero,Dove Restshore,False
