brand_id,genre,series_id,topic,title_zh,manga_author,written
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__zh_CN__iyashikei__series02,grief,留给你的座位,吴静兮,True
somatic_wisdom_shojo,iyashikei,somatic_wisdom_shojo__zh_CN__iyashikei__series03,somatic_healing,身体在低语,吴柔溪,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__zh_CN__romance_josei_drama__series01,self_worth,我也算数,吴静泉,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__zh_CN__romance_josei_drama__series02,social_anxiety,靠近一点点,周露溪,True
somatic_wisdom_shojo,romance_josei_drama,somatic_wisdom_shojo__zh_CN__romance_josei_drama__series03,grief,空座之间,王雪棉,True
somatic_wisdom_shojo,supernatural_mystery,somatic_wisdom_shojo__zh_CN__supernatural_mystery__series01,somatic_healing,肌肤记得的事,李和溪,True
somatic_wisdom_shojo,supernatural_mystery,somatic_wisdom_shojo__zh_CN__supernatural_mystery__series02,self_worth,认领自己,许和棉,True
spiritual_ground_supernatural,dark_fantasy,spiritual_ground_supernatural__zh_CN__dark_fantasy__series01,grief,招魂花园,陈安荷,True
spiritual_ground_supernatural,dark_fantasy,spiritual_ground_supernatural__zh_CN__dark_fantasy__series02,self_worth,无名的神,吴安雾,True
spiritual_ground_supernatural,historical_period,spiritual_ground_supernatural__zh_CN__historical_period__series01,courage,道观夜话,张月然,True
spiritual_ground_supernatural,iyashikei,spiritual_ground_supernatural__zh_CN__iyashikei__series01,grief,山中小庙,陈暖然,True
spiritual_ground_supernatural,supernatural_mystery,spiritual_ground_supernatural__zh_CN__supernatural_mystery__series01,self_worth,认魂人,张风心,True
spiritual_ground_supernatural,supernatural_mystery,spiritual_ground_supernatural__zh_CN__supernatural_mystery__series02,courage,胆小灵媒,何月兮,True
stabilizer_healing,dark_fantasy,stabilizer_healing__zh_CN__dark_fantasy__series01,burnout,焚心炉,黄静然,True
stabilizer_healing,iyashikei,stabilizer_healing__zh_CN__iyashikei__series01,overthinking,想太多茶屋,张和泉,True
stabilizer_healing,iyashikei,stabilizer_healing__zh_CN__iyashikei__series02,financial_anxiety,钱包与晚风,黄静荷,True
stabilizer_healing,iyashikei,stabilizer_healing__zh_CN__iyashikei__series03,burnout,熄火重启小馆,王月荷,True
stabilizer_healing,sci_fi_cyberpunk,stabilizer_healing__zh_CN__sci_fi_cyberpunk__series01,overthinking,思维超频,许柔溪,True
stabilizer_healing,sci_fi_cyberpunk,stabilizer_healing__zh_CN__sci_fi_cyberpunk__series02,financial_anxiety,余额警报,黄暖兮,True
stabilizer_healing,workplace_drama,stabilizer_healing__zh_CN__workplace_drama__series01,burnout,撑到月底,陈和棉,True
stabilizer_healing,workplace_drama,stabilizer_healing__zh_CN__workplace_drama__series02,overthinking,想得太多的人,陈月心,True
stillness_press,dark_fantasy,stillness_press__zh_CN__dark_fantasy__series01,anxiety,静夜魔咒,沈月棉,True
stillness_press,dark_fantasy,stillness_press__zh_CN__dark_fantasy__series02,somatic_healing,皮下之潮,王月心,True
stillness_press,dark_fantasy,stillness_press__zh_CN__dark_fantasy__series03,sleep,长眠诅咒,王雪荷,True
stillness_press,dark_fantasy,stillness_press__zh_CN__dark_fantasy__series04,grief,葬歌花园,黄月然,True
stillness_press,isekai,stillness_press__zh_CN__isekai__series01,trauma_recovery,异界静养旅馆,陈域元,True
stillness_press,isekai,stillness_press__zh_CN__isekai__series02,anxiety,转生即静止,陈光阵,True
stillness_press,iyashikei,stillness_press__zh_CN__iyashikei__series01,somatic_healing,身体的低语,林静棉,True
stillness_press,iyashikei,stillness_press__zh_CN__iyashikei__series02,sleep,深夜茶寮,林静然,True
stillness_press,iyashikei,stillness_press__zh_CN__iyashikei__series03,grief,海角邮局,许柔棉,True
stillness_press,iyashikei,stillness_press__zh_CN__iyashikei__series04,trauma_recovery,旧伤晒太阳,赵露雾,True
stillness_press,iyashikei,stillness_press__zh_CN__iyashikei__series05,anxiety,静午时光,张静荷,True
stillness_press,psychological_horror,stillness_press__zh_CN__psychological_horror__series01,somatic_healing,皮肤之下,黄月泉,True
stillness_press,psychological_horror,stillness_press__zh_CN__psychological_horror__series02,sleep,无眠之屋,何露泉,True
stillness_press,psychological_horror,stillness_press__zh_CN__psychological_horror__series03,grief,空椅花园,王暖然,True
stillness_press,supernatural_mystery,stillness_press__zh_CN__supernatural_mystery__series01,trauma_recovery,旧伤招领处,赵暖雾,True
stillness_press,supernatural_mystery,stillness_press__zh_CN__supernatural_mystery__series02,anxiety,静屋怪谈,沈月心,True
stoic_edge_battle,action_battle,stoic_edge_battle__zh_CN__action_battle__series01,courage,孤剑无惧,许静荷,True
stoic_edge_battle,action_battle,stoic_edge_battle__zh_CN__action_battle__series02,grief,为他执剑,林风雾,True
stoic_edge_battle,dark_fantasy,stoic_edge_battle__zh_CN__dark_fantasy__series01,self_worth,无名剑冢,黄月然,True
stoic_edge_battle,historical_period,stoic_edge_battle__zh_CN__historical_period__series01,shame,败将归来,周和溪,True
stoic_edge_battle,historical_period,stoic_edge_battle__zh_CN__historical_period__series02,courage,孤城死守,陈和然,True
stoic_edge_battle,sports_competition,stoic_edge_battle__zh_CN__sports_competition__series01,grief,残局再战,吴宁然,True
trauma_path_healing,dark_fantasy,trauma_path_healing__zh_CN__dark_fantasy__series01,grief,葬伤之路,何宁棉,True
trauma_path_healing,dark_fantasy,trauma_path_healing__zh_CN__dark_fantasy__series02,trauma_recovery,旧创王冠,何宁兮,True
trauma_path_healing,historical_period,trauma_path_healing__zh_CN__historical_period__series01,somatic_healing,战地军医,林风雾,True
trauma_path_healing,iyashikei,trauma_path_healing__zh_CN__iyashikei__series01,shame,晒伤口的午后,周雪溪,True
trauma_path_healing,psychological_horror,trauma_path_healing__zh_CN__psychological_horror__series01,grief,葬不掉的影,李宁然,True
trauma_path_healing,psychological_horror,trauma_path_healing__zh_CN__psychological_horror__series02,trauma_recovery,旧伤复发,陈宁泉,True
warrior_calm_cultivation,action_battle,warrior_calm_cultivation__zh_CN__action_battle__series01,burnout,燃尽之拳,赵月然,True
warrior_calm_cultivation,action_battle,warrior_calm_cultivation__zh_CN__action_battle__series02,courage,为友出剑,李月棉,True
warrior_calm_cultivation,dark_fantasy,warrior_calm_cultivation__zh_CN__dark_fantasy__series01,somatic_healing,炼体踏阴,赵暖然,True
warrior_calm_cultivation,dark_fantasy,warrior_calm_cultivation__zh_CN__dark_fantasy__series02,burnout,焚火修罗,沈安荷,True
warrior_calm_cultivation,historical_period,warrior_calm_cultivation__zh_CN__historical_period__series01,courage,武馆传人,何月泉,True
warrior_calm_cultivation,iyashikei,warrior_calm_cultivation__zh_CN__iyashikei__series01,somatic_healing,晨练静心录,赵宁心,True
warrior_calm_cultivation,mecha,warrior_calm_cultivation__zh_CN__mecha__series01,burnout,止戈机甲,陈和然,True
