queue_row_id	row_type	source_bank	source_file	item_id	atom_family_or_kind	locale	market_fit	platform_fit	surface_fit	review_status	native_review_required	promotion_allowed_before_native_review	production_ready	required_reviewer	risk_summary	notes
NREV-0055	atom	apac_localization_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/apac_localization_atoms.jsonl	APAC-ENSG-CULTURE_RISK-05	LOCALIZATION_ADAPTER	en-SG	en-SG	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	all_localized_surfaces	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	PDPA consent/privacy notice for lead capture; avoid caricature Singlish	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0056	atom	apac_localization_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/apac_localization_atoms.jsonl	APAC-ENSG-PLATFORM_BIAS-06	LOCALIZATION_ADAPTER	en-SG	en-SG	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	all_localized_surfaces	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	PDPA consent/privacy notice for lead capture; avoid caricature Singlish	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0057	atom	apac_localization_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/apac_localization_atoms.jsonl	APAC-ENSG-PROOF_SIGNAL-07	LOCALIZATION_ADAPTER	en-SG	en-SG	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	all_localized_surfaces	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	PDPA consent/privacy notice for lead capture; avoid caricature Singlish	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0058	atom	apac_localization_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/apac_localization_atoms.jsonl	APAC-ENSG-VIDEO_CADENCE-08	LOCALIZATION_ADAPTER	en-SG	en-SG	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	all_localized_surfaces	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	PDPA consent/privacy notice for lead capture; avoid caricature Singlish	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0059	atom	apac_localization_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/apac_localization_atoms.jsonl	APAC-ENSG-SOCIAL_SEO_TERMS-09	LOCALIZATION_ADAPTER	en-SG	en-SG	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	all_localized_surfaces	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	PDPA consent/privacy notice for lead capture; avoid caricature Singlish	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0060	atom	apac_localization_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/apac_localization_atoms.jsonl	APAC-ENSG-NATIVE_REVIEW_GATE-10	LOCALIZATION_ADAPTER	en-SG	en-SG	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	all_localized_surfaces	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	PDPA consent/privacy notice for lead capture; avoid caricature Singlish	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0061	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-INSTAGRAM-FEED-CAPTION-JAJP-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	ja-JP	ja-JP	instagram	instagram_feed_caption	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0062	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-INSTAGRAM-FEED-CAPTION-JAJP-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	ja-JP	ja-JP	instagram	instagram_feed_caption	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0063	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-INSTAGRAM-FEED-CAPTION-JAJP-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	ja-JP	ja-JP	instagram	instagram_feed_caption	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0064	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-INSTAGRAM-FEED-CAPTION-ZHTW-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	zh-TW	zh-TW	instagram	instagram_feed_caption	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0065	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-INSTAGRAM-FEED-CAPTION-ZHTW-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	zh-TW	zh-TW	instagram	instagram_feed_caption	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0066	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-INSTAGRAM-FEED-CAPTION-ZHTW-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	zh-TW	zh-TW	instagram	instagram_feed_caption	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0067	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-INSTAGRAM-FEED-CAPTION-ENSG-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	en-SG	en-SG	instagram	instagram_feed_caption	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0068	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-INSTAGRAM-FEED-CAPTION-ENSG-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	en-SG	en-SG	instagram	instagram_feed_caption	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0069	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-INSTAGRAM-FEED-CAPTION-ENSG-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	en-SG	en-SG	instagram	instagram_feed_caption	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0070	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-FEED-POST-JAJP-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	ja-JP	ja-JP	linkedin	linkedin_feed_post	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0071	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-FEED-POST-JAJP-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	ja-JP	ja-JP	linkedin	linkedin_feed_post	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0072	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-FEED-POST-JAJP-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	ja-JP	ja-JP	linkedin	linkedin_feed_post	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0073	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-FEED-POST-ZHTW-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	zh-TW	zh-TW	linkedin	linkedin_feed_post	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0074	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-FEED-POST-ZHTW-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	zh-TW	zh-TW	linkedin	linkedin_feed_post	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0075	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-FEED-POST-ZHTW-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	zh-TW	zh-TW	linkedin	linkedin_feed_post	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0076	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-FEED-POST-ENSG-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	en-SG	en-SG	linkedin	linkedin_feed_post	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0077	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-FEED-POST-ENSG-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	en-SG	en-SG	linkedin	linkedin_feed_post	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0078	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-FEED-POST-ENSG-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	en-SG	en-SG	linkedin	linkedin_feed_post	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0079	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-TIKTOK-REELS-SHORTS-VERTICAL-SCRIPT-JAJP-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	ja-JP	ja-JP	tiktok_reels_shorts	tiktok_reels_shorts_vertical_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0080	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-TIKTOK-REELS-SHORTS-VERTICAL-SCRIPT-JAJP-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	ja-JP	ja-JP	tiktok_reels_shorts	tiktok_reels_shorts_vertical_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0081	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-TIKTOK-REELS-SHORTS-VERTICAL-SCRIPT-JAJP-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	ja-JP	ja-JP	tiktok_reels_shorts	tiktok_reels_shorts_vertical_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0082	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-TIKTOK-REELS-SHORTS-VERTICAL-SCRIPT-ZHTW-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	zh-TW	zh-TW	tiktok_reels_shorts	tiktok_reels_shorts_vertical_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0083	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-TIKTOK-REELS-SHORTS-VERTICAL-SCRIPT-ZHTW-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	zh-TW	zh-TW	tiktok_reels_shorts	tiktok_reels_shorts_vertical_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0084	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-TIKTOK-REELS-SHORTS-VERTICAL-SCRIPT-ZHTW-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	zh-TW	zh-TW	tiktok_reels_shorts	tiktok_reels_shorts_vertical_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0085	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-TIKTOK-REELS-SHORTS-VERTICAL-SCRIPT-ENSG-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	en-SG	en-SG	tiktok_reels_shorts	tiktok_reels_shorts_vertical_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0086	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-TIKTOK-REELS-SHORTS-VERTICAL-SCRIPT-ENSG-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	en-SG	en-SG	tiktok_reels_shorts	tiktok_reels_shorts_vertical_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0087	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-TIKTOK-REELS-SHORTS-VERTICAL-SCRIPT-ENSG-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	en-SG	en-SG	tiktok_reels_shorts	tiktok_reels_shorts_vertical_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0088	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-YOUTUBE-SHORTS-SCRIPT-JAJP-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	ja-JP	ja-JP	youtube	youtube_shorts_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0089	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-YOUTUBE-SHORTS-SCRIPT-JAJP-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	ja-JP	ja-JP	youtube	youtube_shorts_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0090	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-YOUTUBE-SHORTS-SCRIPT-JAJP-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	ja-JP	ja-JP	youtube	youtube_shorts_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0091	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-YOUTUBE-SHORTS-SCRIPT-ZHTW-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	zh-TW	zh-TW	youtube	youtube_shorts_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0092	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-YOUTUBE-SHORTS-SCRIPT-ZHTW-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	zh-TW	zh-TW	youtube	youtube_shorts_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0093	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-YOUTUBE-SHORTS-SCRIPT-ZHTW-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	zh-TW	zh-TW	youtube	youtube_shorts_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0094	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-YOUTUBE-SHORTS-SCRIPT-ENSG-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	en-SG	en-SG	youtube	youtube_shorts_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0095	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-YOUTUBE-SHORTS-SCRIPT-ENSG-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	en-SG	en-SG	youtube	youtube_shorts_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0096	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-YOUTUBE-SHORTS-SCRIPT-ENSG-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	en-SG	en-SG	youtube	youtube_shorts_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0097	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-PINTEREST-PIN-JAJP-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	ja-JP	ja-JP	pinterest	pinterest_pin	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0098	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-PINTEREST-PIN-JAJP-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	ja-JP	ja-JP	pinterest	pinterest_pin	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0099	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-PINTEREST-PIN-JAJP-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	ja-JP	ja-JP	pinterest	pinterest_pin	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0100	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-PINTEREST-PIN-ZHTW-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	zh-TW	zh-TW	pinterest	pinterest_pin	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0101	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-PINTEREST-PIN-ZHTW-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	zh-TW	zh-TW	pinterest	pinterest_pin	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0102	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-PINTEREST-PIN-ZHTW-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	zh-TW	zh-TW	pinterest	pinterest_pin	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0103	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-PINTEREST-PIN-ENSG-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	en-SG	en-SG	pinterest	pinterest_pin	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0104	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-PINTEREST-PIN-ENSG-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	en-SG	en-SG	pinterest	pinterest_pin	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0105	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-PINTEREST-PIN-ENSG-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	en-SG	en-SG	pinterest	pinterest_pin	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0106	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-GOOGLE-BUSINESS-UPDATE-JAJP-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	ja-JP	ja-JP	google_business	google_business_update	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0107	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-GOOGLE-BUSINESS-UPDATE-JAJP-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	ja-JP	ja-JP	google_business	google_business_update	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0108	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-GOOGLE-BUSINESS-UPDATE-JAJP-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	ja-JP	ja-JP	google_business	google_business_update	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0109	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-GOOGLE-BUSINESS-UPDATE-ZHTW-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	zh-TW	zh-TW	google_business	google_business_update	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0110	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-GOOGLE-BUSINESS-UPDATE-ZHTW-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	zh-TW	zh-TW	google_business	google_business_update	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0111	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-GOOGLE-BUSINESS-UPDATE-ZHTW-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	zh-TW	zh-TW	google_business	google_business_update	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0112	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-GOOGLE-BUSINESS-UPDATE-ENSG-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	en-SG	en-SG	google_business	google_business_update	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0113	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-GOOGLE-BUSINESS-UPDATE-ENSG-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	en-SG	en-SG	google_business	google_business_update	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
