atom_path	classification	first_paragraph_excerpt	rewrite_priority
atoms/healthcare_rns/grief/HOOK/CANONICAL.txt	SCENE_FIRST	You're outside Room 412 an hour after the code, gloved hands already changed, shoulders moving toward the next assignment — the patient you held is gone and there is no break time to name it.	P1
atoms/healthcare_rns/imposter_syndrome/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the physicians' lounge doorway with coffee, badge visible, palms damp — you have caught deteriorations early and still do not feel qualified to be in the room when they round.	P1
atoms/healthcare_rns/overthinking/HOOK/CANONICAL.txt	SCENE_FIRST	You're in your car after night shift, hands on the wheel, replaying the assessment you charted correctly — you can name your own activation and your jaw is still locked on the one detail.	P1
atoms/healthcare_rns/self_worth/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the nurses' station after rounds, chart open, chest tight — you stabilized the patient and watched the physician take credit without looking at your name.	P1
atoms/healthcare_rns/sleep_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	You got home from the twelve-hour shift and the adrenaline is still in your hands. You washed your hands four times but you can still feel the hospital on your skin. Your brain is still in clinical mo	P2
atoms/healthcare_rns/social_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the staff break room at lunch, tray in hand, shoulders braced by the door — you can run a code calmly and small talk makes your throat close like a false alarm.	P1
atoms/healthcare_rns/somatic_healing/HOOK/CANONICAL.txt	SCENE_FIRST	Your shoulders have been held at your ears since the start of shift work and you've stopped noticing.	P2
atoms/midlife_women/anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	Diane woke at 3:14am with her heart already ahead of her, cataloging everything that could go wrong before she'd opened her eyes.	P2
atoms/midlife_women/boundaries/HOOK/CANONICAL.txt	SCENE_FIRST	Diane is in the driver's seat at 7:52 AM, phone buzzing with her mother's eighth call this week, thumb hovering over answer — she has a 9 AM meeting and her shoulders are already braced for forty more	P0
atoms/midlife_women/burnout/HOOK/CANONICAL.txt	SCENE_FIRST	Diane is at the kitchen table on Sunday night, planner open, pen still in her hand without moving — she scheduled her mother's cardiologist, her son's IEP, her mammogram, and the quarterly review in o	P0
atoms/midlife_women/compassion_fatigue/HOOK/CANONICAL.txt	SCENE_FIRST	Diane is in her car in the grocery lot at 6 PM, phone showing three missed calls — her mother, her daughter, and a colleague all needed her today and her chest has no room left.	P1
atoms/midlife_women/courage/HOOK/CANONICAL.txt	SCENE_FIRST	Diane is at the kitchen table at 9 PM, hands flat on the placemat, voice steady — at forty-nine she is saying the thing in her marriage she has not said for eleven years.	P1
atoms/midlife_women/depression/HOOK/CANONICAL.txt	SCENE_FIRST	Diane is in the shower at 10 PM, water on her shoulders, face neutral — she was fine at dinner and fine in the meeting and alone her chest feels like a room with the lights off.	P1
atoms/midlife_women/financial_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	Diane is at the dining table with the retirement spreadsheet open, reading glasses on, fingers pressed to her temples — the gap between where she is and where she should be is the same as last month.	P1
atoms/midlife_women/financial_stress/HOOK/CANONICAL.txt	SCENE_FIRST	Diane is in the memory-care billing portal at 11 PM, screen glowing, shoulders high — $6,400 a month against an $87,000 salary she is doing in her head again.	P1
atoms/midlife_women/grief/HOOK/CANONICAL.txt	SCENE_FIRST	Diane is in her mother's kitchen on Tuesday, hands on the counter, breath shallow — her mother looked at her and did not know her name, and she drove home and cooked dinner anyway.	P1
atoms/midlife_women/imposter_syndrome/HOOK/CANONICAL.txt	SCENE_FIRST	She has twenty-two years of experience and a graduate degree and she still lowers her voice slightly when she speaks in the Monday meeting where all the men are older and louder.	P2
atoms/midlife_women/overthinking/HOOK/CANONICAL.txt	SCENE_FIRST	Diane is awake at 4 AM in bed, eyes open to the ceiling, fingers worrying the edge of the blanket — she has been planning contingencies so long she cannot tell strategy from anxiety hunting for a cont	P0
atoms/midlife_women/self_worth/HOOK/CANONICAL.txt	SCENE_FIRST	Diane is in her therapist's office, notebook on her lap, eyes down — she can list what she did for everyone else this year and her mouth goes quiet when asked what she did for herself.	P1
atoms/midlife_women/sleep_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	She wakes at 3:17am and the night sweats have already passed and now it's the thoughts, arriving with the same precision they showed up the night before and the night before that.	P2
atoms/midlife_women/social_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	Diane sits in her car in the party parking lot for ten minutes, hands on the wheel, engine off — she used to work any room and now her throat closes before she opens the door.	P0
atoms/midlife_women/somatic_healing/HOOK/CANONICAL.txt	SCENE_FIRST	Diane is at the yoga mat in the bedroom at 6 AM, rolling her shoulders down slowly — they have been at her ears so long she forgot her body was making a choice.	P1
atoms/millennial_women_professionals/anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	Your chest tightens mid-Slack message. You're not panicking—you're managing the perception that you could panic. The gap between the polished Zoom square and your actual nervous system just got wider.	P2
atoms/millennial_women_professionals/boundaries/HOOK/CANONICAL.txt	SCENE_FIRST	You're in your manager's doorway at 4 PM, notebook against your chest, throat tightening as you say yes to the weekend ask — you already know the cost before the words finish leaving your mouth.	P0
atoms/millennial_women_professionals/burnout/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the dining table at 12:18 AM, laptop open, shoulders hunched toward the screen, typing another reply because nobody else will — you have told yourself this is what reliable looks like.	P0
atoms/millennial_women_professionals/compassion_fatigue/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the team kitchen at 4 PM, colleague leaning on the counter, your chest receiving again — you are everyone's listening place and nothing is coming back into your ribs today.	P1
atoms/millennial_women_professionals/courage/HOOK/CANONICAL.txt	SCENE_FIRST	You spoke in the meeting and immediately regretted it. Your jaw clenched the moment you stopped talking. The second-guessing started before the room moved on.	P2
atoms/millennial_women_professionals/depression/HOOK/CANONICAL.txt	SCENE_FIRST	You're at your desk between back-to-back meetings, calendar green, body flat — your life looks fine on the screen and inside is the gray nobody in the hallway can see.	P1
atoms/millennial_women_professionals/financial_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	You're on the couch at 10 PM with the banking app and the mental spreadsheet both running — rent, savings target, and the raise conversation you did not have sit in your stomach like math that never c	P1
atoms/millennial_women_professionals/financial_stress/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the kitchen table at 11 PM, student loan portal open, hands trying to sketch a future — at thirty-five the numbers still will not land and your chest tightens on the decade you cannot see.	P1
atoms/millennial_women_professionals/grief/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the Uber after leaving the clinic, hands in your lap, chest aching — you made the right choice and your body is still grieving the door that locked behind you.	P1
atoms/millennial_women_professionals/imposter_syndrome/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the team Slack thread after the launch shipped, cursor blinking in the congratulations channel — you accomplished something real and your stomach is busy finding the sentence where luck expl	P0
atoms/millennial_women_professionals/overthinking/HOOK/CANONICAL.txt	SCENE_FIRST	You're awake at 2:06 AM in bed, eyes shut, jaw clenched, replaying the 47 seconds in yesterday's meeting — maybe too direct, maybe not direct enough — in full detail on a loop your body cannot stop.	P0
atoms/millennial_women_professionals/self_worth/HOOK/CANONICAL.txt	SCENE_FIRST	You're at your desk at 3 PM, hands frozen above the keyboard, panic rising because output stopped — you have built a life where you only feel real when something measurable is leaving your fingers.	P0
atoms/millennial_women_professionals/sleep_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	You're lying in bed at 2 AM, body heavy, eyes open, thumbs pressed into the sheet while tomorrow's meeting runs in your head — you know rehearsing worst cases is not preparation and you do it anyway.	P0
atoms/millennial_women_professionals/social_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	You're standing outside the conference room glass at 8:58 AM, badge in hand, chest tight — your body is already drafting every way you might say the wrong thing before you touch the door.	P0
atoms/millennial_women_professionals/somatic_healing/HOOK/CANONICAL.txt	SCENE_FIRST	You're at your desk before the 9 AM sync, rolling your shoulders down once — they climb back because reliable has meant braced for so long your body forgot another shape.	P1
atoms/nyc_executives/anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	Catherine is in the back seat of a town car at 11 PM, deal closed, phone dark in her lap — her chest is still braced as if the term sheet could still fall apart.	P2
atoms/nyc_executives/boundaries/HOOK/CANONICAL.txt	SCENE_FIRST	The client email lands at 11:47pm on Friday. Your chest knows you're already opening it.	P2
atoms/nyc_executives/burnout/HOOK/CANONICAL.txt	SCENE_FIRST	Catherine is alone at the fund-close dinner table on Friday night, champagne untouched, shoulders flat — her body did not register celebration, only the brief silence before the next mandate loads.	P2
atoms/nyc_executives/compassion_fatigue/HOOK/CANONICAL.txt	SCENE_FIRST	Marcus is in his corner office at 6 PM, direct report crying on the couch across from him — his chest tightens because he is burned out too and still has to hold the room.	P2
atoms/nyc_executives/courage/HOOK/CANONICAL.txt	SCENE_FIRST	Catherine is at the head of the board table, deal deck open, jaw set — she knows the numbers are wrong, the room disagrees, and her chest burns with the knowing she is about to voice.	P2
atoms/nyc_executives/depression/HOOK/CANONICAL.txt	SCENE_FIRST	Marcus steps out of the town car at the gala, biggest deal of his career sealed hours ago, face flat in the camera flash — he arrived and felt nothing he was supposed to feel.	P2
atoms/nyc_executives/financial_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	The equity vested. Her net worth crossed a number she'd named as safe ten years ago. Her chest still tightens on Monday mornings when the market opens.	P2
atoms/nyc_executives/financial_stress/HOOK/CANONICAL.txt	SCENE_FIRST	Catherine is in the elevator watching the market ticker on her phone, portfolio down two percent, chest contracted with it before the doors open on forty-three.	P2
atoms/nyc_executives/grief/HOOK/CANONICAL.txt	SCENE_FIRST	Marcus is at his father's hospital bedside on Tuesday night, hand on the rail, Thursday's earnings call already on his watch — his chest knows which calendar entry the firm will treat as real.	P2
atoms/nyc_executives/imposter_syndrome/HOOK/CANONICAL.txt	SCENE_FIRST	Catherine is at the board table under the plaque that says first woman to chair this committee, pen steady on her notes — her body spends every session scanning for the moment they decide it was a mis	P2
atoms/nyc_executives/overthinking/HOOK/CANONICAL.txt	SCENE_FIRST	Catherine is in her car parked outside the office an hour after the meeting ended, hands on the wheel, replaying the VP's silence at slide four — a new interpretation every thirty seconds.	P2
atoms/nyc_executives/self_worth/HOOK/CANONICAL.txt	SCENE_FIRST	Marcus is loosening his tie in an empty corner office at 8 PM, title on the door, chest hollow — the role used to feel like it meant something and now he knows it is a costume.	P2
atoms/nyc_executives/sleep_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	Marcus is awake at 3 AM in the penthouse bedroom, eyes open to the ceiling, term sheet pages running in his head — not worry exactly, but a body that has not been told the deal is over.	P2
atoms/nyc_executives/social_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	The client dinner is part of the job. She closes these rooms. Her chest runs threat calculations from the car to the door that have nothing to do with the business.	P2
atoms/nyc_executives/somatic_healing/HOOK/CANONICAL.txt	SCENE_FIRST	Catherine is on the massage table on Saturday afternoon, therapist's hands on her lower back — by Tuesday morning commute her body has reloaded the tension as if the appointment never happened.	P2
atoms/tech_finance_burnout/anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	Your chest tightens before you even see the Slack message. The algorithm in your head has already calculated seven failure scenarios by the time the page fires, each one a small death of your quarterl	P2
atoms/tech_finance_burnout/boundaries/HOOK/CANONICAL.txt	SCENE_FIRST	The Slack notification lands at 11pm on Friday. Your shoulders tense because you know the answer is yes before you even read the message, and saying no would require a conversation you're not availabl	P2
atoms/tech_finance_burnout/burnout/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the standing desk at 11 PM, three monitors lit, shoulders hunched toward the incident channel — you can diagram exactly how the burnout is happening and your body is still inside the diagram	P1
atoms/tech_finance_burnout/compassion_fatigue/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the mentorship pod at 6 PM, junior engineer crying, your shoulders exhausted — you are the senior person everyone comes to while you are running on fumes yourself.	P1
atoms/tech_finance_burnout/courage/HOOK/CANONICAL.txt	SCENE_FIRST	Your jaw clenches before you speak up in the meeting. In a culture that rewards certainty, doubt is heresy, and you're about to commit heresy in front of the people who determine your trajectory. The 	P2
atoms/tech_finance_burnout/depression/HOOK/CANONICAL.txt	SCENE_FIRST	You're in bed at 2 AM staring at the ceiling, smartwatch band tight on your wrist — your chest stopped rising somewhere around November and flatness replaced the sprint high.	P1
atoms/tech_finance_burnout/financial_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the kitchen island with the model open, equity refresh on screen, fingers still — you can price the market better than your fear and the fear keeps escaping the spreadsheet.	P1
atoms/tech_finance_burnout/financial_stress/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the garage looking at the car payment notice, jaw tight — the golden handcuffs fit and the lifestyle line on the budget is the lock you helped build.	P1
atoms/tech_finance_burnout/grief/HOOK/CANONICAL.txt	SCENE_FIRST	You're packing a box in the empty startup office at 7 PM, logo sticker peeling in your hand — the company failed and your chest is holding a grief that does not have a clean name.	P1
atoms/tech_finance_burnout/imposter_syndrome/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the board deck review room, metrics proving the quarter, palms on the table — you still cannot make your body believe the numbers belong to you.	P1
atoms/tech_finance_burnout/overthinking/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the desk at 1 AM with the debugger open on your own thoughts, jaw locked — there is a stack trace of anxiety running and you cannot find the line to break.	P1
atoms/tech_finance_burnout/self_worth/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the keyboard when output stops, hands hovering, chest tight — worth equals output and the equation has been running so long you do not know who you are between commits.	P1
atoms/tech_finance_burnout/sleep_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	You're in bed at 1:47 AM, smartwatch glowing on the nightstand, lying on your back with eyes open — you've diagrammed the sleep failure seventeen times and understanding has not turned the protocol of	P0
atoms/tech_finance_burnout/social_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	You're outside the all-hands room at 8:58 AM, badge in hand, shoulders braced — you can model the limbic false alarm and your throat still will not open the door.	P1
atoms/tech_finance_burnout/somatic_healing/HOOK/CANONICAL.txt	SCENE_FIRST	You're at your standing desk on Tuesday morning, shoulders pinned near your ears, trying to roll them down — they rise again before the standup starts because straight has started to feel wrong.	P0
atoms/working_parents/anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	Your shoulders climb toward your ears before dawn. The catastrophizing arrives before your feet hit the floor—a sick spiral of worst-case scenarios about school, illness, car accidents, the climate. Y	P2
atoms/working_parents/boundaries/HOOK/CANONICAL.txt	SCENE_FIRST	You're on the nursery floor at 8:30 PM, toddler climbing your back, work phone buzzing in your pocket — you answer before you decide because saying no does not feel available tonight.	P0
atoms/working_parents/burnout/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the kitchen sink at 9:30 PM, dishes in your hands, shoulders sagging — the kids are down, the laptop is closed, and your body is still running the day it cannot finish.	P1
atoms/working_parents/compassion_fatigue/HOOK/CANONICAL.txt	SCENE_FIRST	You're loading the dishwasher at 9 PM, back aching, still wearing the smile you gave your child at homework time — you gave to your partner and your mother and your boss today and your chest is empty.	P0
atoms/working_parents/courage/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the hallway at bedtime, child screaming on the floor, feet planted, jaw set — your body wants to rescue and you are standing in the discomfort because you know what rescue costs.	P1
atoms/working_parents/depression/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the minivan pickup line, hands on the wheel, face neutral for the teacher — the flatness stayed after postpartum and five years later you are still performing fine.	P1
atoms/working_parents/financial_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the table with the childcare invoice and the mortgage statement side by side, breath shallow — you work to pay for care so you can work and the math loops without landing.	P1
atoms/working_parents/financial_stress/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the home office when the daycare charge posts, shoulders rising — childcare costs more than the house payment this month and your thumb hesitates before you click approve.	P1
atoms/working_parents/grief/HOOK/CANONICAL.txt	SCENE_FIRST	You're in the bathroom mirror at 6 AM, toothbrush in hand, eyes on your own face — you are grieving the person you were before kids and the person with time is not coming back.	P1
atoms/working_parents/imposter_syndrome/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the school conference table, folder open, smile on, palms damp — you are managing kids and a job and still waiting to be told you are failing at both.	P1
atoms/working_parents/overthinking/HOOK/CANONICAL.txt	SCENE_FIRST	You're on the playground bench watching your child climb, phone buzzing with work, mind on the email — you are in two places and your jaw is tight in both.	P1
atoms/working_parents/self_worth/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the pediatrician's office filling out the behavior form, pen moving, chest tight — good kid equals good parent equals your value as a human and the equation is lying to you.	P1
atoms/working_parents/sleep_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	You're on the couch at 9:45 PM when the house finally goes quiet, shoulders dropping then locking — your brain takes the first silence of the day as the opening shift for tomorrow's worry.	P1
atoms/working_parents/social_anxiety/HOOK/CANONICAL.txt	SCENE_FIRST	You're at the birthday party in the community room, plate in hand, eyes flicking to your phone — your attention is split across three places and the room feels like one more demand on your chest.	P1
atoms/working_parents/somatic_healing/HOOK/CANONICAL.txt	SCENE_FIRST	You're sitting on the edge of the bathtub after the kids are down, shoulders still at your ears, rolling your neck once — the tension has been there so long you forgot your body was making a choice.	P0
