path	verdict	evidence	confidence
atoms/tech_finance_burnout/compassion_fatigue/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/courage/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/courage/PERMISSION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/courage/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/courage/STORY/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 吁->籲:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/courage/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 涌->湧:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/courage/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:8 (ambig=8)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/courage/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/depression/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/depression/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:2, 台->臺:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/depression/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/depression/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/financial_anxiety/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/financial_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/financial_anxiety/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 涌->湧:2, 台->臺:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/financial_stress/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/financial_stress/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	HIGH (manually context-verified as legitimate Taiwan usage, 45/45 sample confirmed)
atoms/tech_finance_burnout/financial_stress/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 涌->湧:2, 台->臺:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/financial_stress/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 涌->湧:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/financial_stress/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/financial_stress/watcher/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:6 (ambig=6)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/grief/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/grief/STORY/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 吁->籲:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/grief/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 涌->湧:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/grief/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/grief/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:8 (ambig=8)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/grief/watcher/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/imposter_syndrome/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/imposter_syndrome/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:7 (ambig=7)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/imposter_syndrome/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/imposter_syndrome/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/imposter_syndrome/watcher/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/mindfulness/HOOK/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/mindfulness/STORY/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/mindfulness/THREAD/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/overthinking/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:8 (ambig=8)	HIGH (manually context-verified as legitimate Taiwan usage, 45/45 sample confirmed)
atoms/tech_finance_burnout/overthinking/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/self_worth/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:6 (ambig=6)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/self_worth/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:6 (ambig=6)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/self_worth/watcher/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/sleep_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 征->徵:1, 台->臺:1, 准->準:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/sleep_anxiety/STORY/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 吁->籲:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/sleep_anxiety/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:10, 么->麼:2, 台->臺:1 (ambig=13)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/sleep_anxiety/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:8 (ambig=8)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/social_anxiety/THREAD/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/social_anxiety/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:6 (ambig=6)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/social_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/somatic_healing/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	HIGH (manually context-verified as legitimate Taiwan usage, 45/45 sample confirmed)
atoms/tech_finance_burnout/somatic_healing/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:10, 台->臺:1 (ambig=11)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/tech_finance_burnout/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:6 (ambig=6)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/adhd_focus/HOOK/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/adhd_focus/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/adhd_focus/STORY/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 游->遊:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/adhd_focus/THREAD/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/adhd_focus/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/anchored/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/anchored/boundaries/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/anchored/boundaries/watcher/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/anchored/depression/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2, 托->託:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/anchored/grief/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/anchored/overthinking/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2 (ambig=2)	HIGH (manually context-verified as legitimate Taiwan usage, 45/45 sample confirmed)
atoms/working_parents/anchored/sleep_anxiety/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/anchored/social_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/anxiety/HOOK/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/anxiety/PIVOT/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/burnout/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2, 么->麼:2 (ambig=4)	HIGH (manually context-verified as legitimate Taiwan usage, 45/45 sample confirmed)
atoms/working_parents/burnout/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:2, 托->託:1, 台->臺:1 (ambig=4)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/compassion_fatigue/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/compassion_fatigue/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1, 凶->兇:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/courage/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2, 托->託:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/courage/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/courage/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/courage/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/courage/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/courage/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/courage/watcher/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/depression/HOOK/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 游->遊:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/depression/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/depression/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/depression/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/depression/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/depression/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:3 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_anxiety/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2, 托->託:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_anxiety/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_anxiety/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_anxiety/watcher/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_stress/INTEGRATION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	HIGH (manually context-verified as legitimate Taiwan usage, 45/45 sample confirmed)
atoms/working_parents/financial_stress/REFLECTION/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:59, 台->臺:4 (ambig=63)	HIGH (manually context-verified as legitimate Taiwan usage, 45/45 sample confirmed)
atoms/working_parents/financial_stress/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_stress/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_stress/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_stress/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2, 托->託:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_stress/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/financial_stress/watcher/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/grief/SCENE/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 里->裡:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/grief/comparison/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/grief/false_alarm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/grief/grief/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 准->準:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/grief/overwhelm/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 台->臺:2, 托->託:1 (ambig=3)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/grief/shame/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1 (ambig=1)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
atoms/working_parents/grief/spiral/locales/zh-TW/CANONICAL.txt	AMBIGUOUS_VARIANT	only Big5-encodable variant pairs: 托->託:1, 台->臺:1 (ambig=2)	MEDIUM (mechanical only; unsampled, but 45/45 sampled peers confirmed legitimate)
