atom_id	persona	topic	locale	voice_id	params_hash	char_count	r2_key	bytes	sha256	status	speakable_preview	speakable_text
EVG-ENUS-BODY-CORP-PA-03	corporate_managers	body_image	en-US	english_male	05dad2a119ceabbd	125	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-PA-03.mp3	52989	9dd2328a6063b25b1385d770430c4e065c8d2990931065ee5ed915b2f13fe4b2	ok	If the pattern repeats, it quietly taxes team clarity. You keep functioning. But	If the pattern repeats, it quietly taxes team clarity. You keep functioning. But the margin around your attention disappears.
EVG-ENUS-BODY-CORP-R-01	corporate_managers	body_image	en-US	english_male	3c7cdc22380bf727	184	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-R-01.mp3	100757	9a913085a94588f6ed4dda772662099fe5ba34ca56f7d7801edfe70ac0c29b1e	ok	Reframe it this way. A body is something you live in, not a project that is alwa	Reframe it this way. A body is something you live in, not a project that is always overdue. The goal is not to win a debate with your nervous system. It is to give it a clearer signal.
EVG-ENUS-BODY-CORP-R-02	corporate_managers	body_image	en-US	english_male	c5f6fd560c004ddc	158	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-R-02.mp3	79077	3d245c89f8919afe531f3e1192c180fc0e4116fb44ea7ffbd850719a73e4b8af	ok	A useful reframe. Your response makes sense. But it does not have to run the nex	A useful reframe. Your response makes sense. But it does not have to run the next hour. A body is something you live in, not a project that is always overdue.
EVG-ENUS-BODY-CORP-R-03	corporate_managers	body_image	en-US	english_male	bbd9221fe8326a8e	150	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-R-03.mp3	80578	11ae7235478af64095c1913309078b3aaebc267e662ef869e76a587fd059b892	ok	Instead of asking, Why am I like this? Ask, What would actually help right now? 	Instead of asking, Why am I like this? Ask, What would actually help right now? A body is something you live in, not a project that is always overdue.
EVG-ENUS-BODY-CORP-SP-01	corporate_managers	body_image	en-US	english_male	f9b4eabd6a30cd2b	157	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-SP-01.mp3	86202	4a311b6bf655c94ebda41e65eb2ae81269d7d1452e7be50d6e1095a80682402b	ok	Save this. A body is something you live in, not a project that is always overdue	Save this. A body is something you live in, not a project that is always overdue. Use it the next time body image tries to disguise itself as responsibility.
EVG-ENUS-BODY-CORP-SP-02	corporate_managers	body_image	en-US	english_male	dc50ccc1964ff734	120	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-SP-02.mp3	77249	16c2c3dd17c70e92fb059acbad6516fc14e40f2c19cd731657360fc173e47806	ok	Bookmark the pattern. Signal, reset, next action. A body is something you live i	Bookmark the pattern. Signal, reset, next action. A body is something you live in, not a project that is always overdue.
EVG-ENUS-BODY-CORP-SP-03	corporate_managers	body_image	en-US	english_male	98e00e62e04fc759	168	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-SP-03.mp3	92549	7a0eddaa33933325ba4528bd46e9015e22060cc6b3c65de6cd053033272dbfed	ok	The note worth keeping is this. A body is something you live in, not a project t	The note worth keeping is this. A body is something you live in, not a project that is always overdue. Recovery gets easier when the next step is physical and specific.
EVG-ENUS-BODY-CORP-SS-01	corporate_managers	body_image	en-US	english_male	12be921f9f79ef82	242	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-SS-01.mp3	128921	53576b35939ebda32fd4caf2608d2700891fc7abc68e798bc38ecb0fd2b810e0	ok	You can feel it between back-to-back meetings. A mirror check that doesn't land,	You can feel it between back-to-back meetings. A mirror check that doesn't land, a photo you keep retaking. And clothes chosen to hide instead of to wear. The post can start there because the body noticed the pattern before your calendar did.
EVG-ENUS-BODY-CORP-SS-02	corporate_managers	body_image	en-US	english_male	367bb12e60c4003a	218	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-SS-02.mp3	117844	026319fe1223ab3e4371f0561f6328f9ac20ed10d5a4cd9abf4e8b9b410ba8a0	ok	This is the moment where corporate managers often look fine from the outside whi	This is the moment where corporate managers often look fine from the outside while carrying a mirror check that doesn't land, a photo you keep retaking. And clothes chosen to hide instead of to wear inside the workday.
EVG-ENUS-BODY-CORP-SS-03	corporate_managers	body_image	en-US	english_male	097d7d1f1b0ab988	200	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-SS-03.mp3	99608	00627f43d5f0d92a3385f0fd218ed577fc8f562dd1bb7b39a36993c187e95da2	ok	The signal is small but specific. A mirror check that doesn't land, a photo you 	The signal is small but specific. A mirror check that doesn't land, a photo you keep retaking. And clothes chosen to hide instead of to wear. That is enough information to pause before pushing harder.
EVG-ENUS-BODY-CORP-TS-01	corporate_managers	body_image	en-US	english_male	32b689a83b1bda34	174	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-TS-01.mp3	92033	494b7efe349b4681f68a88b4a7ab54858a2fc472c71d0c480c3194e50fdcf750	ok	Try this. Turn away from the mirror, name one thing your body let you do today. 	Try this. Turn away from the mirror, name one thing your body let you do today. And get dressed for that. Keep it small enough to finish before your brain starts negotiating.
EVG-ENUS-BODY-CORP-TS-02	corporate_managers	body_image	en-US	english_male	797a2bf04ad20d4c	187	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-TS-02.mp3	96768	5d6430e89097bd92cc75c04448ab9c2d83346987a936fc61d7392653d888daa2	ok	Run the ninety-second reset. Turn away from the mirror, name one thing your body	Run the ninety-second reset. Turn away from the mirror, name one thing your body let you do today. And get dressed for that. Then choose the next visible action, not the entire life plan.
EVG-ENUS-BODY-CORP-TS-03	corporate_managers	body_image	en-US	english_male	27af52868aea036c	180	social_media/voice_bank/20260719b/mp3/en-US/corporate_managers/body_image/EVG-ENUS-BODY-CORP-TS-03.mp3	94508	b398ad0ecb3943e5695225aa411c70c5e2689619f959746b4a826a5dd32b4726	ok	Use this as a script for your body. Turn away from the mirror, name one thing yo	Use this as a script for your body. Turn away from the mirror, name one thing your body let you do today. And get dressed for that. Repeat once, then decide from the quieter state.
EVG-ENUS-BODY-GEN_-B-01	gen_z_professionals	body_image	en-US	english_female	1a4a9674b2bf1d64	114	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-B-01.mp3	65894	bd0165cb2dd2352c2896e3da52857782618791fb2e39e2fa2ff8487168098dc9	ok	That is the hinge. Once the signal is named, the next atom should offer one acti	That is the hinge. Once the signal is named, the next atom should offer one action instead of another explanation.
EVG-ENUS-BODY-GEN_-B-02	gen_z_professionals	body_image	en-US	english_female	0b00344a087bbb66	128	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-B-02.mp3	65424	1df5acf2aeb7589ea4cb05749863803ae987e1af762c08af6a1891816642a551	ok	From here, the post should move from recognition to relief, because recognition 	From here, the post should move from recognition to relief, because recognition without a tool can leave the reader open-looped.
EVG-ENUS-BODY-GEN_-B-03	gen_z_professionals	body_image	en-US	english_female	975de435e2ad28d6	107	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-B-03.mp3	65758	cd7436f454788dad2a0a646b9c435e8c2f11353cc8cf2bc93522ce4906d62651	ok	This is where the assembly turns practical. The body signal sets up the reset. A	This is where the assembly turns practical. The body signal sets up the reset. And the reset earns the CTA.
EVG-ENUS-BODY-GEN_-CA-01	gen_z_professionals	body_image	en-US	english_female	fd6dde3df2e07d58	62	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-CA-01.mp3	34090	f48fc25aa6a0d8366b8a887f750b2f76a064505296d04245341bb55d201da11b	ok	Comment ENOUGH if you want the draft checklist for this reset.	Comment ENOUGH if you want the draft checklist for this reset.
EVG-ENUS-BODY-GEN_-CA-02	gen_z_professionals	body_image	en-US	english_female	dae95f7b93cbf4f8	120	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-CA-02.mp3	75407	77f0e2a99b8c515ef59db312a6c8a37d138ef6178d8eb540603ddb8aaa0c80bf	ok	Save this for your next after the third urgent chat ping. One reread is easier t	Save this for your next after the third urgent chat ping. One reread is easier than reinventing the tool while stressed.
EVG-ENUS-BODY-GEN_-CA-03	gen_z_professionals	body_image	en-US	english_female	2699d0774d118acb	80	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-CA-03.mp3	39608	83da99df380940284a84c29cb0160d66dce9c4307ef250f434a8e70577fc7dd6	ok	Share this with someone who is still auditing a body that was never the problem.	Share this with someone who is still auditing a body that was never the problem.
EVG-ENUS-BODY-GEN_-HC-01	gen_z_professionals	body_image	en-US	english_female	76c91f86b9af6120	100	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-HC-01.mp3	54246	c9d35b68eb1896518306e1ea38ddd886226390958419b1cd0ffc95906e380f3c	ok	Gen Zee professionals. Expecting one more change to finally quiet the mirror is 	Gen Zee professionals. Expecting one more change to finally quiet the mirror is not the whole story.
EVG-ENUS-BODY-GEN_-HC-02	gen_z_professionals	body_image	en-US	english_female	50279ca66c7ce7d6	94	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-HC-02.mp3	39450	dfce1861f0be1018204a9385081c967b9a3b705dec434d957a43f0801bd88e0c	ok	If a mirror check that doesn't land is familiar, this body image pattern needs a	If a mirror check that doesn't land is familiar, this body image pattern needs a better reset.
EVG-ENUS-BODY-GEN_-HC-03	gen_z_professionals	body_image	en-US	english_female	c7f22334acfa53b6	98	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-HC-03.mp3	69317	0b3419497ae2aa3291260ba2d0e37222f1c08b965784ec9756c26f6019484ccb	ok	The hidden cost of body image is not vanity. It is running a constant audit no m	The hidden cost of body image is not vanity. It is running a constant audit no mirror can satisfy.
EVG-ENUS-BODY-GEN_-ME-01	gen_z_professionals	body_image	en-US	english_female	c274e79364c7334b	211	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-ME-01.mp3	112603	d5de710e2ec55dbd5d3d6ab5e2f52f797a86a430cbd191fed3bdca5887428ec3	ok	The mechanism is simple. The mind treats appearance as a proxy for safety and wo	The mechanism is simple. The mind treats appearance as a proxy for safety and worth instead of just appearance. That is why a better body image post gives the reader a concrete action, not a motivational slogan.
EVG-ENUS-BODY-GEN_-ME-02	gen_z_professionals	body_image	en-US	english_female	919b5357cad55cff	210	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-ME-02.mp3	87239	99a37b3dd55004c384cd22e6da67275899c473ed4a5437e53ab71bc7a263aa9c	ok	Body image stress often persists because the mind treats appearance as a proxy f	Body image stress often persists because the mind treats appearance as a proxy for safety and worth instead of just appearance. Pushing harder can look like progress while the underlying pattern stays the same.
EVG-ENUS-BODY-GEN_-ME-03	gen_z_professionals	body_image	en-US	english_female	8c6e9abf839e5576	225	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-ME-03.mp3	117448	47a423d3a39105e99253de9c60c4e4c8965b68e0eb9e90361090175d91ffae9f	ok	Under pressure, the mind looks for the fastest way to feel in control. The mind 	Under pressure, the mind looks for the fastest way to feel in control. The mind treats appearance as a proxy for safety and worth instead of just appearance. So the coping habit can feel productive while it drains the system.
EVG-ENUS-BODY-GEN_-PA-01	gen_z_professionals	body_image	en-US	english_female	d1e7c42918d5a0d5	233	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-PA-01.mp3	130062	9f45bee2406deee7399425f3484c94efd22c2825669bb3eaa91e69a6a54af7eb	ok	The cost is not just mood. When body image stress becomes normal, you check mirr	The cost is not just mood. When body image stress becomes normal, you check mirrors and photos for reassurance that doesn't come, plan around how you'll look instead of what you'll do. And treat a normal body like a problem to solve.
EVG-ENUS-BODY-GEN_-PA-02	gen_z_professionals	body_image	en-US	english_female	1269a92fb03c9af6	146	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-PA-02.mp3	80573	bd05fdc9aeb5559ea2019bd80f8de1121c8a0e5f4cd1f8729354554da51aadd5	ok	Trying to outrun body image usually makes the loop more expensive. More checking	Trying to outrun body image usually makes the loop more expensive. More checking, more comparing. And less time in the life you're trying to live.
EVG-ENUS-BODY-GEN_-PA-03	gen_z_professionals	body_image	en-US	english_female	93522f0579b37d33	136	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-PA-03.mp3	79749	fa7de0e72e1db102c705fd7917d2cb510c87d2628d1de6bb92a573235e379af7	ok	If the pattern repeats, it quietly taxes early-career confidence. You keep funct	If the pattern repeats, it quietly taxes early-career confidence. You keep functioning. But the margin around your attention disappears.
EVG-ENUS-BODY-GEN_-R-01	gen_z_professionals	body_image	en-US	english_female	4641597aa8575cae	184	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-R-01.mp3	100193	1829f5e175dbfcf111986f2a0ca5dbaa5ea0f2d527e3843969b2f82d2fe7952c	ok	Reframe it this way. A body is something you live in, not a project that is alwa	Reframe it this way. A body is something you live in, not a project that is always overdue. The goal is not to win a debate with your nervous system. It is to give it a clearer signal.
EVG-ENUS-BODY-GEN_-R-02	gen_z_professionals	body_image	en-US	english_female	5ed46e13e8024252	158	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-R-02.mp3	80614	9bcc4930f9a8fd2da578c7991aef4afce8e80ef5bae23473ca3f4580a1e8e49d	ok	A useful reframe. Your response makes sense. But it does not have to run the nex	A useful reframe. Your response makes sense. But it does not have to run the next hour. A body is something you live in, not a project that is always overdue.
EVG-ENUS-BODY-GEN_-R-03	gen_z_professionals	body_image	en-US	english_female	e4f532e4a0587134	150	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-R-03.mp3	79450	c31c32afceca139b09ca3de804121ddd1486ee2d419c79d53499a332475bbbc3	ok	Instead of asking, Why am I like this? Ask, What would actually help right now? 	Instead of asking, Why am I like this? Ask, What would actually help right now? A body is something you live in, not a project that is always overdue.
EVG-ENUS-BODY-GEN_-SP-01	gen_z_professionals	body_image	en-US	english_female	3155e57cc3ebf85a	157	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-SP-01.mp3	88376	1420f4b4098956a770efde1b66e53f564948eb13481474a5cc3b1a2d3660f26b	ok	Save this. A body is something you live in, not a project that is always overdue	Save this. A body is something you live in, not a project that is always overdue. Use it the next time body image tries to disguise itself as responsibility.
EVG-ENUS-BODY-GEN_-SP-02	gen_z_professionals	body_image	en-US	english_female	e6cbbd2eb755cc06	120	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-SP-02.mp3	80674	4a8909901a398be7ecf025ae90331db03112188cfb17fb6783075b19ede9df0c	ok	Bookmark the pattern. Signal, reset, next action. A body is something you live i	Bookmark the pattern. Signal, reset, next action. A body is something you live in, not a project that is always overdue.
EVG-ENUS-BODY-GEN_-SP-03	gen_z_professionals	body_image	en-US	english_female	1246db368d698ce4	168	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-SP-03.mp3	94222	3d9aae173614bae69ddc1b88b5b8a39aba695f8d2bab460d3579f7faa06a3a5b	ok	The note worth keeping is this. A body is something you live in, not a project t	The note worth keeping is this. A body is something you live in, not a project that is always overdue. Recovery gets easier when the next step is physical and specific.
EVG-ENUS-BODY-GEN_-SS-01	gen_z_professionals	body_image	en-US	english_female	875b5d841558a8ec	245	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-SS-01.mp3	124225	3cce22d816f5da42c02879dbdf50230b34a485e7066fed344571290c1c2077a3	ok	You can feel it after the third urgent chat ping. A mirror check that doesn't la	You can feel it after the third urgent chat ping. A mirror check that doesn't land, a photo you keep retaking. And clothes chosen to hide instead of to wear. The post can start there because the body noticed the pattern before your calendar did.
EVG-ENUS-BODY-GEN_-SS-02	gen_z_professionals	body_image	en-US	english_female	e04401941ad78b31	221	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-SS-02.mp3	118783	e842f39974282497930d13e95539e86ce3ac9b262c30acb615440ba3e357e426	ok	This is the moment where Gen Zee professionals often look fine from the outside 	This is the moment where Gen Zee professionals often look fine from the outside while carrying a mirror check that doesn't land, a photo you keep retaking. And clothes chosen to hide instead of to wear inside the workday.
EVG-ENUS-BODY-GEN_-SS-03	gen_z_professionals	body_image	en-US	english_female	8202598abab50ee8	200	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-SS-03.mp3	101083	5b97ad9343482c60f74992716b5914a483febd575d3f22d72229493f9b8abf87	ok	The signal is small but specific. A mirror check that doesn't land, a photo you 	The signal is small but specific. A mirror check that doesn't land, a photo you keep retaking. And clothes chosen to hide instead of to wear. That is enough information to pause before pushing harder.
EVG-ENUS-BODY-GEN_-TS-01	gen_z_professionals	body_image	en-US	english_female	4d619e357eeb88c6	174	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-TS-01.mp3	93044	d10606361fd356209afd9d7a8f86a88e646c6fd08f50686caaa044c42094d06c	ok	Try this. Turn away from the mirror, name one thing your body let you do today. 	Try this. Turn away from the mirror, name one thing your body let you do today. And get dressed for that. Keep it small enough to finish before your brain starts negotiating.
EVG-ENUS-BODY-GEN_-TS-02	gen_z_professionals	body_image	en-US	english_female	7c21a2e9effb3aa2	187	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-TS-02.mp3	99018	49b2483d341e91923f2f48d2e74eb3d6c405fa83b95c786a7ba5b2f9e4b55383	ok	Run the ninety-second reset. Turn away from the mirror, name one thing your body	Run the ninety-second reset. Turn away from the mirror, name one thing your body let you do today. And get dressed for that. Then choose the next visible action, not the entire life plan.
EVG-ENUS-BODY-GEN_-TS-03	gen_z_professionals	body_image	en-US	english_female	b84e74c8ef6ea7cf	180	social_media/voice_bank/20260719b/mp3/en-US/gen_z_professionals/body_image/EVG-ENUS-BODY-GEN_-TS-03.mp3	96101	352af674bbfd5566904254936c9639180f5397e87a91ab3135e943c636966656	ok	Use this as a script for your body. Turn away from the mirror, name one thing yo	Use this as a script for your body. Turn away from the mirror, name one thing your body let you do today. And get dressed for that. Repeat once, then decide from the quieter state.
EVG-ENUS-BODY-HEAL-B-01	healthcare_rns	body_image	en-US	english_female	1a4a9674b2bf1d64	114	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-B-01.mp3	65894	bd0165cb2dd2352c2896e3da52857782618791fb2e39e2fa2ff8487168098dc9	ok	That is the hinge. Once the signal is named, the next atom should offer one acti	That is the hinge. Once the signal is named, the next atom should offer one action instead of another explanation.
EVG-ENUS-BODY-HEAL-B-02	healthcare_rns	body_image	en-US	english_female	0b00344a087bbb66	128	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-B-02.mp3	65424	1df5acf2aeb7589ea4cb05749863803ae987e1af762c08af6a1891816642a551	ok	From here, the post should move from recognition to relief, because recognition 	From here, the post should move from recognition to relief, because recognition without a tool can leave the reader open-looped.
EVG-ENUS-BODY-HEAL-B-03	healthcare_rns	body_image	en-US	english_female	975de435e2ad28d6	107	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-B-03.mp3	65758	cd7436f454788dad2a0a646b9c435e8c2f11353cc8cf2bc93522ce4906d62651	ok	This is where the assembly turns practical. The body signal sets up the reset. A	This is where the assembly turns practical. The body signal sets up the reset. And the reset earns the CTA.
EVG-ENUS-BODY-HEAL-CA-01	healthcare_rns	body_image	en-US	english_female	fd6dde3df2e07d58	62	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-CA-01.mp3	34090	f48fc25aa6a0d8366b8a887f750b2f76a064505296d04245341bb55d201da11b	ok	Comment ENOUGH if you want the draft checklist for this reset.	Comment ENOUGH if you want the draft checklist for this reset.
EVG-ENUS-BODY-HEAL-CA-02	healthcare_rns	body_image	en-US	english_female	928ab59e6965af90	117	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-CA-02.mp3	67894	63c8aeccf777fc6a57b5d9da57a5c00bd111c4ed67ce1211ffbaa1c3ab487495	ok	Save this for your next after charting with sore feet. One reread is easier than	Save this for your next after charting with sore feet. One reread is easier than reinventing the tool while stressed.
EVG-ENUS-BODY-HEAL-CA-03	healthcare_rns	body_image	en-US	english_female	2699d0774d118acb	80	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-CA-03.mp3	39608	83da99df380940284a84c29cb0160d66dce9c4307ef250f434a8e70577fc7dd6	ok	Share this with someone who is still auditing a body that was never the problem.	Share this with someone who is still auditing a body that was never the problem.
EVG-ENUS-BODY-HEAL-HC-01	healthcare_rns	body_image	en-US	english_female	536611b9b5444ca0	96	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-HC-01.mp3	48030	75778a69e81ca532f74b890bd4bb4c10a93fea032c162010ddc0d9d1da800c52	ok	Healthcare nurses. Expecting one more change to finally quiet the mirror is not 	Healthcare nurses. Expecting one more change to finally quiet the mirror is not the whole story.
EVG-ENUS-BODY-HEAL-HC-02	healthcare_rns	body_image	en-US	english_female	50279ca66c7ce7d6	94	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-HC-02.mp3	39450	dfce1861f0be1018204a9385081c967b9a3b705dec434d957a43f0801bd88e0c	ok	If a mirror check that doesn't land is familiar, this body image pattern needs a	If a mirror check that doesn't land is familiar, this body image pattern needs a better reset.
EVG-ENUS-BODY-HEAL-HC-03	healthcare_rns	body_image	en-US	english_female	c7f22334acfa53b6	98	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-HC-03.mp3	69317	0b3419497ae2aa3291260ba2d0e37222f1c08b965784ec9756c26f6019484ccb	ok	The hidden cost of body image is not vanity. It is running a constant audit no m	The hidden cost of body image is not vanity. It is running a constant audit no mirror can satisfy.
EVG-ENUS-BODY-HEAL-ME-01	healthcare_rns	body_image	en-US	english_female	c274e79364c7334b	211	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-ME-01.mp3	112603	d5de710e2ec55dbd5d3d6ab5e2f52f797a86a430cbd191fed3bdca5887428ec3	ok	The mechanism is simple. The mind treats appearance as a proxy for safety and wo	The mechanism is simple. The mind treats appearance as a proxy for safety and worth instead of just appearance. That is why a better body image post gives the reader a concrete action, not a motivational slogan.
EVG-ENUS-BODY-HEAL-ME-02	healthcare_rns	body_image	en-US	english_female	919b5357cad55cff	210	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-ME-02.mp3	87239	99a37b3dd55004c384cd22e6da67275899c473ed4a5437e53ab71bc7a263aa9c	ok	Body image stress often persists because the mind treats appearance as a proxy f	Body image stress often persists because the mind treats appearance as a proxy for safety and worth instead of just appearance. Pushing harder can look like progress while the underlying pattern stays the same.
EVG-ENUS-BODY-HEAL-ME-03	healthcare_rns	body_image	en-US	english_female	8c6e9abf839e5576	225	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-ME-03.mp3	117448	47a423d3a39105e99253de9c60c4e4c8965b68e0eb9e90361090175d91ffae9f	ok	Under pressure, the mind looks for the fastest way to feel in control. The mind 	Under pressure, the mind looks for the fastest way to feel in control. The mind treats appearance as a proxy for safety and worth instead of just appearance. So the coping habit can feel productive while it drains the system.
EVG-ENUS-BODY-HEAL-PA-01	healthcare_rns	body_image	en-US	english_female	d1e7c42918d5a0d5	233	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-PA-01.mp3	130062	9f45bee2406deee7399425f3484c94efd22c2825669bb3eaa91e69a6a54af7eb	ok	The cost is not just mood. When body image stress becomes normal, you check mirr	The cost is not just mood. When body image stress becomes normal, you check mirrors and photos for reassurance that doesn't come, plan around how you'll look instead of what you'll do. And treat a normal body like a problem to solve.
EVG-ENUS-BODY-HEAL-PA-02	healthcare_rns	body_image	en-US	english_female	1269a92fb03c9af6	146	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-PA-02.mp3	80573	bd05fdc9aeb5559ea2019bd80f8de1121c8a0e5f4cd1f8729354554da51aadd5	ok	Trying to outrun body image usually makes the loop more expensive. More checking	Trying to outrun body image usually makes the loop more expensive. More checking, more comparing. And less time in the life you're trying to live.
EVG-ENUS-BODY-HEAL-PA-03	healthcare_rns	body_image	en-US	english_female	7f87ebe8d66fe92d	127	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-PA-03.mp3	71581	9d6ee94a5b21651efaf813853a333527c337669707ded2cc780848519610163c	ok	If the pattern repeats, it quietly taxes shift recovery. You keep functioning. B	If the pattern repeats, it quietly taxes shift recovery. You keep functioning. But the margin around your attention disappears.
EVG-ENUS-BODY-HEAL-R-01	healthcare_rns	body_image	en-US	english_female	4641597aa8575cae	184	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-R-01.mp3	100193	1829f5e175dbfcf111986f2a0ca5dbaa5ea0f2d527e3843969b2f82d2fe7952c	ok	Reframe it this way. A body is something you live in, not a project that is alwa	Reframe it this way. A body is something you live in, not a project that is always overdue. The goal is not to win a debate with your nervous system. It is to give it a clearer signal.
EVG-ENUS-BODY-HEAL-R-02	healthcare_rns	body_image	en-US	english_female	5ed46e13e8024252	158	social_media/voice_bank/20260719b/mp3/en-US/healthcare_rns/body_image/EVG-ENUS-BODY-HEAL-R-02.mp3	80614	9bcc4930f9a8fd2da578c7991aef4afce8e80ef5bae23473ca3f4580a1e8e49d	ok	A useful reframe. Your response makes sense. But it does not have to run the nex	A useful reframe. Your response makes sense. But it does not have to run the next hour. A body is something you live in, not a project that is always overdue.
