chapter	beat_id	surface	source_type	bound_to_type	bound_to_id
12	ch12_mechanism_switching_off_rebuilt_v01	MECHANISM_EXPLANATION	authored_ch12_source	new_authored	
12	ch12_teaching_binding_switching_off_learnable_v01	COMPOSITE_TEACHING_BINDING	bound_composite_doctrine	composite_doctrine	COMPOSITE_DOCTRINE v32
12	ch12_evidence_binding_sleep_spillover_v01	CITED_EVIDENCE_BINDING	bound_evidence	evidence	burn_sleep_work_spillover_2019
12	ch12_bridge_to_external_stuart_brown_v01	BRIDGE_TO_EXTERNAL	authored_ch12_source	new_authored	
12	ch12_external_story_stuart_brown_play_v01	EXTERNAL_STORY_OR_CASE_STUDY	bound_external_story	external_story	ext_burn_ted_brown_play_v01
12	ch12_bridge_back_after_stuart_brown_v01	BRIDGE_BACK_TO_READER	authored_ch12_source	new_authored	
12	ch12_persona_reflection_manager_rebuild_v01	PERSONA_TOPIC_REFLECTION	authored_ch12_source	new_authored	
12	ch12_troubleshooting_permission_relapse_not_failure_v01	TROUBLESHOOTING_PERMISSION	authored_ch12_source	new_authored	
12	ch12_elena_progress_2_practiced_evening_v01	STORY_PROGRESS_2	authored_ch12_source	new_authored	
12	ch12_author_tool_intro_bringing_it_with_you_v01	AUTHOR_TOOL_INTRO	authored_ch12_source	new_authored	
12	ch12_exercise_binding_bringing_it_all_with_you_v01	CANONICAL_EXERCISE_BINDING	bound_canonical_exercise	canonical_exercise	integ_034
12	ch12_integration_reflection_bringing_it_with_you_v01	INTEGRATION_REFLECTION	authored_ch12_source	new_authored	
12	ch12_pivot_binding_small_repeated_recovery_v01	PIVOT_BINDING	bound_composite_doctrine	composite_doctrine	COMPOSITE_DOCTRINE v19
12	ch12_closing_takeaway_ledger_closed_honestly_v01	CLOSING_TAKEAWAY_BINDING	authored_ch12_source	new_authored	
12	ch12_elena_progress_3_porch_closing_v01	STORY_PROGRESS_3	authored_ch12_source	new_authored	
12	ch12_callback_return_full_ledger_closed_v01	CALLBACK_RETURN	authored_ch12_source	new_authored	
12	ch12_propulsion_closing_v01	PROPULSION	authored_ch12_source	new_authored	
